collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,15,GAL_E1,1303161734364008460,-21974876.585,-19804306.649,849866.085,-40.498,175.889,3076.826,245254.667,-0.001,24678424.953,5.096,-220.405,5.499,3.682
2021-04-22-US-SJC-1,Pixel4,1303161735446,5,6,BDS_B1I,1303161734309962663,-17488256.852,21035997.781,32431406.17,-1214.076,245.434,-850.231,91824.652,0.012,40880947.28,8.094,-449.192,8.887,15.101
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,2,GAL_E5A,1303161734362743677,1874734.12,-28919431.46,6063477.016,20.038,-617.83,-2948.953,64174.714,0.001,25057597.357,1.799,-2352.635,10.108,3.873
2021-04-22-US-SJC-1,Pixel4,1303161735446,5,37,BDS_B1I,1303161734372760007,-16645619.712,-14379608.796,17196932.816,-419.478,-1920.556,-2012.01,-270686.723,-0.003,22054777.166,4.197,-449.192,3.924,2.6
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,17,GPS_L1,1303161734366272049,14318884.092,-13241027.845,18455957.38,2254.02,-33.824,-1815.248,129135.082,0.003,23999818.043,2.398,0.0,7.626,7.639
2021-04-22-US-SJC-1,Pixel4,1303161735446,3,22,GLO_G1,1303161734381798473,-15701708.539,-14485622.825,13842238.875,1629.58,1007.171,2908.254,-32715.058,-0.001,19345113.228,8.094,1150.772,3.755,2.6
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,27,GAL_E1,1303161734359307251,-17203545.975,4422140.876,23675368.096,507.14,-2321.66,802.831,-5059.557,-0.002,26087811.954,9.294,-220.405,6.472,5.263
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,19,GPS_L1,1303161734373702826,5437283.53,-14389663.664,21351136.571,2775.365,6.379,-703.61,-2830.029,0.001,21772127.141,6.296,0.0,5.235,3.844
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,25,GPS_L1,1303161734364783444,-17214926.148,10424969.6,16925735.615,674.891,-2115.027,1985.275,37060.997,0.001,24446090.595,10.493,0.0,9.124,14.286
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,30,GAL_E5A,1303161734371623196,-10585752.064,-18154494.512,20838622.643,379.58,-2058.789,-1598.586,900466.675,-0.009,22395584.53,2.099,-2352.635,6.707,2.513
2021-04-22-US-SJC-1,Pixel4,1303161735446,5,23,BDS_B1I,1303161734368646106,-8604965.315,-26475856.433,1938138.802,99.001,-256.245,-3063.257,-267496.132,-0.002,23288093.659,3.598,-449.192,5.333,3.496
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,2,GAL_E1,1303161734362736586,1874734.121,-28919431.456,6063477.037,20.038,-617.83,-2948.953,64174.489,0.001,25059723.186,3.897,-220.405,5.637,3.873
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,2,GPS_L1,1303161734376119142,-12472029.668,-22332346.348,7708070.07,776.679,505.83,2980.968,-179289.024,-0.0,21047733.828,5.096,0.0,4.163,2.776
2021-04-22-US-SJC-1,Pixel4,1303161735446,5,28,BDS_B1I,1303161734374263005,-12426301.843,-16714933.824,18574137.893,2062.814,499.775,1829.687,-24908.317,0.001,21604189.702,4.197,-449.192,3.807,2.499
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,6,GPS_L1,1303161734377113190,-1947436.004,-20778382.598,16455141.056,1361.9,1572.235,2160.157,2794.158,0.001,20749725.735,1.799,0.0,4.067,2.785
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,12,GPS_L1,1303161734375022251,-14517338.226,-3901095.073,21632065.573,1241.323,-2515.697,389.168,-9396.907,-0.002,21376573.477,2.698,0.0,4.783,3.417
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,36,GAL_E5A,1303161734358761175,11217433.671,-11598370.318,24819576.805,1885.827,1630.03,-89.466,-59149.837,-0.002,26251521.421,1.799,-2352.635,11.626,5.475
2021-04-22-US-SJC-1,Pixel4,1303161735446,3,21,GLO_G1,1303161734377969323,-10528.846,-11381835.672,22828048.22,2805.781,1389.016,691.936,-61056.279,-0.001,20493063.518,3.897,1150.772,4.47,3.336
2021-04-22-US-SJC-1,Pixel4,1303161735446,5,11,BDS_B1I,1303161734358131479,17497102.461,-8652577.808,19987550.517,2179.83,637.264,-1640.125,-238008.633,0.007,26440299.532,8.094,-449.192,8.694,14.69
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,14,GPS_L1,1303161734361885643,13209963.096,-22836936.788,-2973773.067,101.998,465.942,-3139.273,28151.047,-0.001,25314829.479,13.79,0.0,12.311,30.827
2021-04-22-US-SJC-1,Pixel4,1303161735446,3,23,GLO_G1,1303161734367590228,-23159597.283,-7395692.428,-7715995.733,-1053.715,-249.73,3406.749,114007.106,0.001,23604637.92,10.493,1150.772,10.963,15.31
2021-04-22-US-SJC-1,Pixel4,1303161735446,3,10,GLO_G1,1303161734366869989,1874337.655,-23856219.616,-8945527.488,-26.488,1229.881,-3282.822,-20438.533,0.0,23820560.14,18.287,1150.772,11.356,15.942
2021-04-22-US-SJC-1,Pixel4,1303161735446,3,12,GLO_G1,1303161734379992750,-11055179.365,-8003076.621,21576796.153,-327.105,-2930.114,-1253.72,66857.962,0.001,19886455.364,9.294,1150.772,4.062,2.948
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,27,GAL_E5A,1303161734359314345,-17203545.967,4422140.862,23675368.104,507.14,-2321.66,802.831,-5060.177,-0.002,26085685.227,1.499,-2352.635,11.605,5.263
2021-04-22-US-SJC-1,Pixel4,1303161735446,5,16,BDS_B1I,1303161734308818798,-13702607.276,21730025.177,33514345.587,-1295.48,151.629,-640.92,-239125.875,-0.006,41223869.38,9.294,-449.192,8.926,18.844
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,30,GAL_E1,1303161734371616098,-10585752.067,-18154494.498,20838622.654,379.58,-2058.789,-1598.586,900467.17,-0.009,22397712.457,4.797,-220.405,3.74,2.513
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,28,GPS_L1,1303161734365425161,11651103.61,-23967427.876,1621222.972,263.019,-15.408,-3180.813,174696.846,-0.001,24253708.678,5.096,0.0,9.551,10.068
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,36,GAL_E1,1303161734358754044,11217433.658,-11598370.33,24819576.805,1885.827,1630.03,-89.466,-59148.384,-0.002,26253659.241,6.296,-220.405,6.483,5.475
2021-04-22-US-SJC-1,Pixel4,1303161735446,6,15,GAL_E5A,1303161734364015534,-21974876.589,-19804306.65,849866.107,-40.498,175.889,3076.826,245253.047,-0.001,24676304.221,1.799,-2352.635,9.861,3.682
2021-04-22-US-SJC-1,Pixel4,1303161735446,1,6,GPS_L5,1303161734377121019,-1947435.994,-20778382.586,16455141.073,1361.9,1572.235,2160.157,2793.162,0.001,20747378.66,1.199,-2351.709,7.293,2.785
2021-04-22-US-SJC-1,Pixel4,1303161736446,6,15,GAL_E1,1303161735364009948,-21974916.96,-19804130.657,852942.909,-40.252,176.094,3076.813,245254.666,-0.001,24677978.862,4.197,-226.514,5.498,3.682
2021-04-22-US-SJC-1,Pixel4,1303161736446,5,6,BDS_B1I,1303161735309962705,-17489470.91,21036243.304,32430555.854,-1214.042,245.613,-850.401,91824.665,0.012,40880934.689,11.992,-452.266,8.887,15.101
2021-04-22-US-SJC-1,Pixel4,1303161736446,6,2,GAL_E5A,1303161735362742499,1874754.104,-28920049.146,6060528.019,19.929,-617.543,-2949.046,64174.715,0.001,25057950.513,2.398,-2351.97,10.109,3.874
