,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,13,GPS_L1,1280525748357960154,13289370.021,-10298358.501,20415851.661,303.659,2604.3,1119.516,9767.781,0.001,23774763.386,4.797,0.0,5.298,8.104,23784517.765,G13,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
1,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,15,GPS_L1,1280525748364806282,6343236.701,-19649724.89,16173562.739,925.155,1948.767,2003.127,-63868.906,-0.0,21722345.845,2.099,0.0,3.749,3.915,21658469.275,G15,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
2,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,21,GPS_L1,1280525748359911933,-19876815.758,1957621.111,18131517.378,1390.425,-1669.03,1808.845,9432.159,0.003,23189634.762,3.598,0.0,4.484,5.005,23199057.432,G21,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
3,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,29,GPS_L1,1280525748362114638,-3257580.693,-26332825.205,-558201.071,213.629,36.538,-3230.906,-49422.084,-0.003,22529280.416,2.099,0.0,4.558,4.591,22479849.183000006,G29,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
4,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,27,GPS_L1,1280525748357892834,-13371190.885,7175874.48,21614800.962,-625.476,-2708.022,541.01,-108624.746,-0.003,23794945.414,9.294,0.0,5.378,7.848,23686307.442,G27,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
5,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,10,GPS_L1,1280525748363598172,-23230076.604,-11812962.692,5850294.183,762.37,3.919,3057.362,-125283.865,-0.003,22084528.111,2.099,0.0,3.786,3.725,21959236.735000003,G10,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
6,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,16,GPS_L1,1280525748359844268,-20744509.082,3059169.55,16349020.713,-1872.505,-949.389,-2126.502,-57292.129,-0.001,23209920.218,4.797,0.0,4.875,5.698,23152617.516,G16,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
7,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,18,GPS_L1,1280525748368671146,-4181851.384,-15622148.753,21049338.607,2083.188,-1680.434,-836.2,78510.523,0.003,20563688.766,2.099,0.0,2.782,2.799,20642193.707999997,G18,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
8,2020-08-03-US-MTV-1,Pixel4,1280525748437,1,26,GPS_L1,1280525748359836315,-25978476.386,-4294060.486,4287819.41,-440.28,-443.203,-3065.218,76457.314,0.002,23212304.468,3.298,0.0,5.25,5.829,23288750.702999998,G26,1280525749437,-2693326.595670849,-4297169.7675966285,3854926.0882095997,-435.1053714323292
0,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,13,GPS_L1,1280525749357959057,13289673.763,-10295754.143,20416970.955,303.824,2604.422,1119.076,9767.781,0.001,23775092.258,5.096,0.0,5.298,8.105,23784846.636,G13,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
1,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,15,GPS_L1,1280525749364805797,6344161.945,-19647776.026,16175565.686,925.333,1948.962,2002.77,-63868.907,-0.0,21722491.244,2.099,0.0,3.749,3.915,21658614.672999997,G15,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
2,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,21,GPS_L1,1280525749359913147,-19875425.304,1955951.962,18133326.04,1390.48,-1669.263,1808.477,9432.162,0.003,23189270.814,3.298,0.0,4.484,5.004,23198693.487999998,G21,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
3,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,29,GPS_L1,1280525749362112665,-3257367.036,-26332788.471,-561431.965,213.686,36.929,-3230.894,-49422.087,-0.003,22529871.906,2.099,0.0,4.559,4.592,22480440.667999998,G29,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
4,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,27,GPS_L1,1280525749357894926,-13371816.452,7173166.44,21615341.738,-625.653,-2708.048,540.542,-108624.749,-0.003,23794318.248,4.797,0.0,5.378,7.845,23685680.276,G27,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
5,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,10,GPS_L1,1280525749363599631,-23229314.051,-11812958.736,5853351.489,762.733,3.992,3057.24,-125283.868,-0.003,22084090.714,2.698,0.0,3.786,3.724,21958799.336000003,G10,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
6,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,16,GPS_L1,1280525749359844185,-20746381.492,3058220.274,16346894.038,-1872.314,-949.164,-2126.849,-57292.131,-0.001,23209945.101,5.096,0.0,4.875,5.697,23152642.398,G16,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
7,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,20,GPS_L1,1280525749369766215,-15445212.035,-14740411.522,15864799.936,2035.423,139.577,2077.424,158037.68,0.0,20235395.339,11.992,0.0,2.695,2.625,20393427.699,G20,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
8,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,18,GPS_L1,1280525749368670885,-4179768.286,-15623829.214,21048502.183,2083.01,-1680.488,-836.649,78510.526,0.003,20563767.012,2.398,0.0,2.782,2.799,20642271.957,G18,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
9,2020-08-03-US-MTV-1,Pixel4,1280525749437,1,26,GPS_L1,1280525749359835014,-25978916.493,-4294503.623,4284754.151,-439.937,-443.072,-3065.308,76457.317,0.002,23212694.498,2.698,0.0,5.251,5.829,23289140.735000003,G26,1280525750437,-2693328.777973768,-4297173.804924696,3854920.119782583,-432.6216596368876
0,2020-08-03-US-MTV-1,Pixel4,1280525750437,1,13,GPS_L1,1280525750357957946,13289977.669,-10293149.662,20418089.809,303.988,2604.545,1118.636,9767.782,0.001,23775425.327,4.797,0.0,5.299,8.107,23785179.703,G13,1280525751437,-2693331.5655894065,-4297178.932941502,3854912.5071185953,-432.7027388281018
1,2020-08-03-US-MTV-1,Pixel4,1280525750437,1,15,GPS_L1,1280525750364805290,6345087.366,-19645826.967,16177568.276,925.511,1949.157,2002.413,-63868.907,-0.0,21722643.239,2.698,0.0,3.749,3.916,21658766.666999996,G15,1280525751437,-2693331.5655894065,-4297178.932941502,3854912.5071185953,-432.7027388281018
2,2020-08-03-US-MTV-1,Pixel4,1280525750437,1,21,GPS_L1,1280525750359914340,-19874034.795,1954282.581,18135134.335,1390.534,-1669.495,1808.109,9432.164,0.003,23188913.161,3.298,0.0,4.483,5.004,23198335.838,G21,1280525751437,-2693331.5655894065,-4297178.932941502,3854912.5071185953,-432.7027388281018
3,2020-08-03-US-MTV-1,Pixel4,1280525750437,1,29,GPS_L1,1280525750362110699,-3257153.322,-26332751.347,-564662.846,213.744,37.319,-3230.882,-49422.089,-0.003,22530461.298,2.398,0.0,4.559,4.593,22481030.057,G29,1280525751437,-2693331.5655894065,-4297178.932941502,3854912.5071185953,-432.7027388281018
