,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,13,GPS_L1,1280525758357948941,13292414.831,-10272309.403,20427024.803,305.302,2605.524,1115.116,9767.787,0.001,23778124.959,9.294,0.0,5.3,8.118,23787879.327999998,G13,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
1,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,15,GPS_L1,1280525758364801323,6352497.144,-19630227.5,16193576.124,926.934,1950.711,1999.552,-63868.911,-0.0,21723832.516,2.099,0.0,3.75,3.917,21659955.938,G15,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
2,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,21,GPS_L1,1280525758359923952,-19862908.776,1940919.177,18149587.43,1390.967,-1671.351,1805.161,9432.187,0.003,23186031.556,4.797,0.0,4.48,4.997,23195454.266,G21,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
3,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,29,GPS_L1,1280525758362095057,-3255441.528,-26332440.299,-590509.458,214.206,40.442,-3230.783,-49422.11,-0.003,22535150.652,2.099,0.0,4.565,4.6,22485719.376999997,G29,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
4,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,27,GPS_L1,1280525758357913291,-13377454.507,7148792.923,21620187.676,-627.244,-2708.277,536.332,-108624.78,-0.003,23788812.56,7.195,0.0,5.373,7.822,23680174.584999997,G27,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
5,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,10,GPS_L1,1280525758363612798,-23222434.739,-11812919.851,5880861.72,766.0,4.648,3056.135,-125283.891,-0.003,22080143.347,4.197,0.0,3.782,3.72,21954851.954,G10,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
6,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,16,GPS_L1,1280525758359843637,-20763224.57,3049686.891,16327738.364,-1870.592,-947.145,-2129.967,-57292.143,-0.001,23210109.388,8.094,0.0,4.875,5.697,23152806.673,G16,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
7,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,18,GPS_L1,1280525758368668420,-4161028.432,-15638955.788,21040954.177,2081.404,-1680.972,-840.685,78510.549,0.003,20564506.001,2.398,0.0,2.783,2.8,20643010.966999996,G18,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
8,2020-08-03-US-MTV-1,Pixel4,1280525758437,1,26,GPS_L1,1280525758359823530,-25982862.035,-4298485.94,4257162.773,-436.852,-441.89,-3066.116,76457.339,0.002,23216137.314,4.197,0.0,5.256,5.837,23292583.56,G26,1280525759437,-2693359.2147308206,-4297233.737317479,3854832.947012049,-421.30295003844844
0,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,13,GPS_L1,1280525759357947912,13292720.215,-10269703.82,20428139.696,305.466,2605.646,1114.675,9767.787,0.001,23778433.445,11.992,0.0,5.301,8.12,23788187.811,G13,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
1,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,15,GPS_L1,1280525759364800832,6353424.167,-19628276.693,16195575.495,927.112,1950.905,1999.194,-63868.912,-0.0,21723979.714,2.099,0.0,3.75,3.917,21660103.135,G15,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
2,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,21,GPS_L1,1280525759359925106,-19861517.78,1939247.707,18151392.408,1391.021,-1671.583,1804.793,9432.19,0.003,23185685.596,7.195,0.0,4.48,4.997,23195108.309,G21,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
3,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,29,GPS_L1,1280525759362093076,-3255227.293,-26332399.662,-593740.228,214.264,40.832,-3230.771,-49422.113,-0.003,22535744.541,1.799,0.0,4.566,4.601,22486313.261,G29,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
4,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,10,GPS_L1,1280525759363614249,-23221668.556,-11812915.167,5883917.798,766.363,4.72,3056.012,-125283.894,-0.003,22079708.348,2.698,0.0,3.782,3.72,21954416.952,G10,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
5,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,16,GPS_L1,1280525759359843610,-20765095.065,3048739.859,16325608.224,-1870.4,-946.92,-2130.313,-57292.144,-0.001,23210117.482,8.094,0.0,4.875,5.697,23152814.766,G16,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
6,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,20,GPS_L1,1280525759369770225,-15424844.536,-14739018.92,15885557.366,2038.074,138.944,2074.061,158037.681,0.0,20234193.171,13.79,0.0,2.695,2.624,20392225.533,G20,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
7,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,18,GPS_L1,1280525759368668163,-4158947.118,-15640636.786,21040113.268,2081.225,-1681.025,-841.133,78510.551,0.003,20564583.047,2.099,0.0,2.783,2.8,20643088.014999997,G18,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
8,2020-08-03-US-MTV-1,Pixel4,1280525759437,1,26,GPS_L1,1280525759359822270,-25983298.715,-4298927.764,4254096.617,-436.509,-441.759,-3066.205,76457.341,0.002,23216515.053,2.698,0.0,5.257,5.838,23292961.299,G26,1280525760437,-2693361.9608149435,-4297238.88267887,3854825.3601482245,-413.1858426834511
0,2020-08-03-US-MTV-1,Pixel4,1280525760437,1,15,GPS_L1,1280525760364800327,6354351.368,-19626325.692,16197574.509,927.29,1951.099,1998.836,-63868.912,-0.0,21724131.109,2.398,0.0,3.75,3.917,21660254.53,G15,1280525761437,-2693364.348545033,-4297243.259218104,3854818.9226568914,-413.2997704578927
