,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,13,GPS_L1,1280526358357215188,13505573.715,-8689416.861,21016060.7,405.782,2666.751,847.083,9768.147,0.001,23998098.574,2.398,0.0,5.428,9.176,24007852.117000002,G13,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
1,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,15,GPS_L1,1280526358364404145,6941084.976,-18427011.887,17327360.613,1035.582,2056.402,1777.232,-63869.202,-0.0,21842903.484,3.897,0.0,3.828,4.052,21779026.402,G15,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
2,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,21,GPS_L1,1280526358360699257,-19020693.404,897046.419,19165172.187,1412.999,-1806.968,1578.231,9433.923,0.003,22953600.965,3.298,0.0,4.212,4.556,22963026.119999997,G21,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
3,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,29,GPS_L1,1280526358360822280,-3114567.155,-26238339.051,-2524230.124,258.532,272.41,-3210.843,-49423.67,-0.003,22916719.597,3.598,0.0,5.042,5.243,22867285.641999997,G29,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
4,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,27,GPS_L1,1280526358359186557,-13785332.777,5521821.27,21857464.215,-731.767,-2710.75,254.155,-108626.801,-0.003,23407097.016,2.398,0.0,5.007,6.472,23298458.736,G27,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
5,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,10,GPS_L1,1280526358364462077,-22697624.327,-11798980.831,7690112.012,983.028,38.621,2970.909,-125285.434,-0.003,21825535.908,2.398,0.0,3.547,3.471,21700243.456,G10,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
6,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,16,GPS_L1,1280526358359797177,-21848939.981,2521266.122,14989159.56,-1744.947,-815.237,-2329.03,-57292.929,-0.001,23224037.745,2.998,0.0,4.921,5.669,23166734.226,G16,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
7,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,20,GPS_L1,1280526358369971566,-14158028.154,-14668575.557,17065988.651,2189.074,93.991,1864.733,158037.735,0.0,20173832.658,2.398,0.0,2.672,2.596,20331865.125,G20,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
8,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,18,GPS_L1,1280526358368480434,-2945759.906,-16655224.107,20456521.781,1967.225,-1703.293,-1106.184,78512.065,0.003,20620862.786,1.799,0.0,2.819,2.835,20699369.197,G18,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
9,2020-08-03-US-MTV-1,Pixel4,1280526358437,1,26,GPS_L1,1280526358359045067,-26182394.823,-4541605.167,2403733.943,-226.939,-371.194,-3108.094,76458.815,0.002,23449514.651,2.998,0.0,5.612,6.426,23525961.428000003,G26,1280526359437,-2703022.7655991493,-4284666.655978246,3862004.740417423,-82.95663472356753
