,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,13,GPS_L1,1280526248357358125,13461964.091,-8982249.328,20920146.892,387.133,2657.345,896.771,9768.08,0.001,23955247.139,5.696,0.0,5.404,8.948,23965000.867,G13,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
1,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,15,GPS_L1,1280526248364487967,6828279.861,-18652246.586,17129558.176,1015.433,2038.654,1819.1,-63869.149,-0.0,21817774.281,5.096,0.0,3.811,4.022,21753897.299,G15,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
2,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,21,GPS_L1,1280526248360555374,-19175991.598,1094480.306,18989229.233,1410.488,-1782.686,1620.669,9433.598,0.003,22996736.003,2.099,0.0,4.26,4.631,23006160.709999997,G21,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
3,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,29,GPS_L1,1280526248361061323,-3142475.273,-26265988.54,-2170727.715,248.993,230.274,-3216.349,-49423.384,-0.003,22845056.309,5.096,0.0,4.949,5.109,22795622.867,G29,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
4,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,27,GPS_L1,1280526248358954495,-13705875.194,5820090.773,21826651.572,-712.886,-2712.18,306.065,-108626.433,-0.003,23476667.453,2.698,0.0,5.073,6.684,23368029.263000004,G27,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
5,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,10,GPS_L1,1280526248364310377,-22803579.783,-11802971.368,7362352.148,943.413,33.827,2988.228,-125285.151,-0.003,21871014.424,1.499,0.0,3.587,3.513,21745722.172999997,G10,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
6,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,16,GPS_L1,1280526248359813553,-21655636.384,2612244.764,15243424.286,-1769.55,-838.96,-2293.863,-57292.79,-0.001,23219128.344,3.298,0.0,4.91,5.668,23161824.976,G16,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
7,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,20,GPS_L1,1280526248369940366,-14397372.139,-14679427.985,16858686.955,2162.539,103.254,1904.306,158037.727,0.0,20183186.183,1.799,0.0,2.675,2.6,20341218.634999998,G20,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
8,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,18,GPS_L1,1280526248368519101,-3163364.742,-16467998.748,20575558.954,1989.158,-1700.692,-1058.082,78511.787,0.003,20609270.711,1.799,0.0,2.812,2.828,20687776.858,G18,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
9,2020-08-03-US-MTV-1,Pixel4,1280526248437,1,26,GPS_L1,1280526248359191331,-26155281.377,-4500132.936,2745304.093,-265.996,-382.94,-3102.149,76458.544,0.002,23405665.807,3.897,0.0,5.543,6.306,23482112.501999997,G26,1280526249437,-2700890.763915375,-4287373.256952452,3860502.6411797707,247.43975333220754
0,2020-08-03-US-MTV-1,Pixel4,1280526249437,1,13,GPS_L1,1280526249357356799,13462351.308,-8979591.942,20921043.436,387.302,2657.435,896.32,9768.081,0.001,23955644.664,5.696,0.0,5.404,8.951,23965398.39,G13,1280526250437,-2700916.9402447776,-4287350.406109926,3860509.7234778283,240.5219852280021
1,2020-08-03-US-MTV-1,Pixel4,1280526249437,1,15,GPS_L1,1280526249364487217,6829295.386,-18650207.851,17131377.085,1015.616,2038.818,1818.721,-63869.149,-0.0,21817999.125,5.096,0.0,3.811,4.022,21754122.143,G15,1280526250437,-2700916.9402447776,-4287350.406109926,3860509.7234778283,240.5219852280021
2,2020-08-03-US-MTV-1,Pixel4,1280526249437,1,21,GPS_L1,1280526249360556693,-19174581.096,1092697.506,18990849.712,1410.514,-1782.908,1620.285,9433.601,0.003,22996340.577,2.099,0.0,4.26,4.63,23005765.288,G21,1280526250437,-2700916.9402447776,-4287350.406109926,3860509.7234778283,240.5219852280021
3,2020-08-03-US-MTV-1,Pixel4,1280526249437,1,29,GPS_L1,1280526249361059169,-3142226.238,-26265758.074,-2173944.034,249.077,230.658,-3216.303,-49423.387,-0.003,22845702.061,5.096,0.0,4.95,5.11,22796268.614000004,G29,1280526250437,-2700916.9402447776,-4287350.406109926,3860509.7234778283,240.5219852280021
4,2020-08-03-US-MTV-1,Pixel4,1280526249437,1,27,GPS_L1,1280526249358956618,-13706588.169,5817378.592,21826957.401,-713.059,-2712.171,305.593,-108626.437,-0.003,23476030.994,2.698,0.0,5.073,6.682,23367392.802,G27,1280526250437,-2700916.9402447776,-4287350.406109926,3860509.7234778283,240.5219852280021
5,2020-08-03-US-MTV-1,Pixel4,1280526249437,1,10,GPS_L1,1280526249364311803,-22802636.188,-11802937.517,7365340.302,943.774,33.874,2988.073,-125285.154,-0.003,21870586.92,1.499,0.0,3.587,3.513,21745294.666,G10,1280526250437,-2700916.9402447776,-4287350.406109926,3860509.7234778283,240.5219852280021
