,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,13,GPS_L1,1280526948356405503,13774673.911,-7104145.978,21436476.304,506.525,2703.077,577.182,9768.507,0.001,24240836.03,13.79,0.0,5.544,10.719,24250588.274,G13,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
1,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,15,GPS_L1,1280526948363889808,7584154.231,-17188359.658,18308010.219,1144.442,2138.803,1544.893,-63869.483,-0.0,21997097.838,2.698,0.0,3.933,4.242,21933220.180000003,G15,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
2,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,21,GPS_L1,1280526948361463902,-18185474.621,-206378.375,20027942.938,1415.086,-1931.864,1344.86,9435.712,0.003,22724366.161,2.398,0.0,3.962,4.195,22733793.716,G21,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
3,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,29,GPS_L1,1280526948359505170,-2944703.738,-26011789.49,-4406920.686,320.19,494.293,-3167.229,-49425.196,-0.003,23311579.241,7.195,0.0,5.579,6.119,23262142.347000003,G29,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
4,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,27,GPS_L1,1280526948360398939,-14246299.582,3927765.068,21925149.021,-829.829,-2688.846,-24.776,-108628.755,-0.003,23043634.036,2.998,0.0,4.657,5.547,22934995.077,G27,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
5,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,10,GPS_L1,1280526948365224487,-22055436.516,-11770931.998,9412845.441,1193.096,53.4,2865.317,-125286.947,-0.003,21596971.14,2.398,0.0,3.35,3.275,21471677.568,G10,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
6,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,16,GPS_L1,1280526948359625499,-22837082.135,2076885.697,13561641.405,-1601.525,-692.492,-2506.967,-57293.645,-0.001,23275505.515,3.897,0.0,5.006,5.736,23218201.128,G16,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
7,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,20,GPS_L1,1280526948370087880,-12826575.138,-14629296.082,18101831.811,2321.466,37.241,1644.388,158037.761,0.0,20138962.598,3.598,0.0,2.657,2.585,20296995.117,G20,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
8,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,18,GPS_L1,1280526948368245472,-1821255.127,-17661774.905,19728833.27,1842.86,-1705.372,-1359.037,78513.554,0.003,20691302.621,1.799,0.0,2.864,2.883,20769810.428,G18,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
9,2020-08-03-US-MTV-1,Pixel4,1280526948437,1,26,GPS_L1,1280526948358210871,-26253741.882,-4744065.036,563418.447,-14.06,-317.857,-3126.473,76460.274,0.002,23699600.32,5.696,0.0,6.014,7.212,23776047.368,G26,1280526949437,-2710230.452041113,-4270351.336618549,3872721.030123602,-3643.0796832560804
0,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,13,GPS_L1,1280526949356404114,13775180.521,-7101442.884,21437053.254,506.696,2703.118,576.72,9768.507,0.001,24241252.442,11.992,0.0,5.544,10.722,24251004.683000002,G13,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
1,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,15,GPS_L1,1280526949363888882,7585298.765,-17186220.796,18309554.907,1144.627,2138.924,1544.489,-63869.483,-0.0,21997375.446,2.398,0.0,3.933,4.242,21933497.788000003,G15,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
2,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,21,GPS_L1,1280526949361465140,-18184059.54,-208310.344,20029287.597,1415.073,-1932.068,1344.457,9435.716,0.003,22723995.018,2.099,0.0,3.962,4.194,22733422.577999998,G21,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
3,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,29,GPS_L1,1280526949359502832,-2944383.489,-26011295.013,-4410087.861,320.309,494.662,-3167.135,-49425.198,-0.003,23312280.156,13.79,0.0,5.58,6.121,23262843.257000003,G29,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
4,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,27,GPS_L1,1280526949360400931,-14247129.494,3925076.246,21925124.008,-829.99,-2688.788,-25.249,-108628.759,-0.003,23043036.849,3.298,0.0,4.656,5.546,22934397.888,G27,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
5,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,10,GPS_L1,1280526949365225681,-22054243.242,-11770878.593,9415710.662,1193.448,53.409,2865.12,-125286.95,-0.003,21596613.188,1.799,0.0,3.35,3.275,21471319.613,G10,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
6,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,16,GPS_L1,1280526949359625050,-22838683.53,2076193.306,13559134.296,-1601.266,-692.292,-2507.253,-57293.647,-0.001,23275640.122,4.797,0.0,5.007,5.736,23218335.732,G16,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
7,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,20,GPS_L1,1280526949370088000,-12824253.567,-14629258.894,18103476.007,2321.675,37.136,1644.003,158037.761,0.0,20138926.623,3.598,0.0,2.657,2.585,20296959.141999997,G20,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
8,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,18,GPS_L1,1280526949368245041,-1819412.378,-17663480.27,19727474.022,1842.64,-1705.358,-1359.458,78513.556,0.003,20691431.832,1.799,0.0,2.864,2.883,20769939.641,G18,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
9,2020-08-03-US-MTV-1,Pixel4,1280526949437,1,26,GPS_L1,1280526949358209323,-26253755.759,-4744382.854,560291.972,-13.695,-317.781,-3126.485,76460.276,0.002,23700064.399,3.298,0.0,6.015,7.213,23776511.447,G26,1280526950437,-2710226.94773658,-4270336.239017342,3872739.936809692,-3654.4319118614035
0,2020-08-03-US-MTV-1,Pixel4,1280526950437,1,13,GPS_L1,1280526950356402739,13775687.302,-7098739.749,21437629.742,506.867,2703.159,576.259,9768.508,0.001,24241664.657,7.195,0.0,5.544,10.725,24251416.896,G13,1280526951437,-2710222.891950531,-4270321.509196364,3872758.8238741783,-3656.8480321892443
