,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,13,GPS_L1,1275415143360636556,-21756165.761,-13483306.1,-7393604.897,944.794,97.967,-2997.179,4756.787,0.001,23949737.208,4.797,0.0,6.114,8.056,23954479.825,G13,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
1,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,17,GPS_L1,1275415143369168165,-217713.951,-15373619.029,22084630.854,2596.146,729.157,539.229,82789.12,0.003,21392025.175,3.897,0.0,3.124,3.095,21474808.076,G17,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
2,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,15,GPS_L1,1275415143359446908,-26479851.515,-3880722.582,-855467.062,113.269,-340.763,-3073.853,-67844.053,0.002,24306384.706,2.398,0.0,5.945,8.703,24238526.005,G15,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
3,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,19,GPS_L1,1275415143373419092,-8822958.892,-16269228.328,18759343.159,2345.788,679.551,1663.276,-44712.123,0.001,20117629.321,2.099,0.0,2.668,2.568,20072911.961999997,G19,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
4,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,2,GPS_L1,1275415143362624393,-13785619.025,-21203510.974,-7558704.088,-114.585,-1074.864,2969.573,-140141.891,-0.002,23353798.668,8.094,0.0,5.692,6.368,23213644.717,G2,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
5,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,6,GPS_L1,1275415143367655698,-6381913.054,-25673032.496,2116265.646,289.858,185.398,3206.156,-85107.181,-0.002,21845451.375,2.698,0.0,3.846,3.681,21760336.666999996,G6,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
6,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,12,GPS_L1,1275415143360676488,-21282613.327,7078435.685,13867057.944,1187.793,-1371.169,2495.793,32852.533,-0.002,23937765.896,2.398,0.0,5.649,9.432,23970603.348,G12,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
7,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,24,GPS_L1,1275415143368138833,-16883376.079,-2731656.045,20205352.773,-820.925,-2479.615,-974.823,-4186.332,-0.001,21700611.146,1.799,0.0,3.509,3.667,21696417.638000004,G24,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
8,2020-06-05-US-MTV-1,Pixel4,1275415143441,1,28,GPS_L1,1275415143365057749,8762471.528,-20920948.86,14520136.223,1393.503,-1044.584,-2430.722,213239.733,0.0,22624296.891,3.897,0.0,4.436,4.482,22837527.705999997,G28,1275415144440,-2702780.86387721,-4292474.377671855,3853654.789385358,-3912.7070160406115
0,2020-06-05-US-MTV-1,Pixel4,1275415144441,1,13,GPS_L1,1275415144360634535,-21755220.789,-13483208.096,-7396601.993,945.152,98.042,-2997.024,4756.788,0.001,23950343.089,4.797,0.0,6.116,8.059,23955085.702,G13,1275415145440,-2702803.2013587365,-4292451.203665851,3853664.6042924644,-3911.7650588512847
1,2020-06-05-US-MTV-1,Pixel4,1275415144441,1,17,GPS_L1,1275415144369166860,-215117.753,-15372889.946,22085169.856,2596.255,729.011,538.777,82789.123,0.003,21392416.405,3.897,0.0,3.124,3.095,21475199.309,G17,1275415145440,-2702803.2013587365,-4292451.203665851,3853664.6042924644,-3911.7650588512847
2,2020-06-05-US-MTV-1,Pixel4,1275415144441,1,15,GPS_L1,1275415144359445369,-26479738.066,-3881063.323,-858540.901,113.628,-340.72,-3073.835,-67844.051,0.002,24306846.087,2.398,0.0,5.946,8.705,24238987.385000005,G15,1275415145440,-2702803.2013587365,-4292451.203665851,3853664.6042924644,-3911.7650588512847
3,2020-06-05-US-MTV-1,Pixel4,1275415144441,1,19,GPS_L1,1275415144373418717,-8820612.982,-16268548.814,18761006.229,2346.032,679.477,1662.867,-44712.122,0.001,20117741.743,2.099,0.0,2.669,2.568,20073024.384,G19,1275415145440,-2702803.2013587365,-4292451.203665851,3853664.6042924644,-3911.7650588512847
4,2020-06-05-US-MTV-1,Pixel4,1275415144441,1,2,GPS_L1,1275415144362626459,-13785733.577,-21204585.658,-7555734.427,-114.517,-1074.501,2969.736,-140141.894,-0.002,23353179.297,7.195,0.0,5.691,6.366,23213025.345999997,G2,1275415145440,-2702803.2013587365,-4292451.203665851,3853664.6042924644,-3911.7650588512847
5,2020-06-05-US-MTV-1,Pixel4,1275415144441,1,6,GPS_L1,1275415144367657260,-6381623.13,-25672846.913,2119471.785,289.988,185.767,3206.111,-85107.183,-0.002,21844983.099,2.698,0.0,3.846,3.681,21759868.389,G6,1275415145440,-2702803.2013587365,-4292451.203665851,3853664.6042924644,-3911.7650588512847
