,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,13,GPS_L1,1275415193360533177,-21708479.688,-13478315.476,-7543267.382,962.649,101.636,-2989.307,4756.85,0.001,23980729.453,5.696,0.0,6.171,8.19,23985471.942,G13,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
1,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,17,GPS_L1,1275415193369103702,-87771.037,-15337344.283,22111027.346,2601.552,721.825,516.629,82789.273,0.003,21411350.697,3.897,0.0,3.142,3.109,21494133.718999997,G17,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
2,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,15,GPS_L1,1275415193359369040,-26473738.836,-3897707.407,-1009135.908,131.238,-338.651,-3072.884,-67843.973,0.002,24329728.945,2.998,0.0,5.987,8.812,24261870.173,G15,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
3,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,19,GPS_L1,1275415193373399740,-8705365.107,-16235344.656,18841995.364,2357.943,675.778,1642.799,-44712.086,0.001,20123430.905,1.799,0.0,2.675,2.571,20078713.573000003,G19,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
4,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,2,GPS_L1,1275415193362725581,-13791261.315,-21256799.796,-7410021.701,-111.084,-1056.684,2977.683,-140142.013,-0.002,23323463.269,3.897,0.0,5.656,6.275,23183309.325000003,G2,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
5,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,6,GPS_L1,1275415193367733184,-6367257.561,-25663302.106,2276515.848,296.38,203.806,3203.814,-85107.278,-0.002,21822221.657,3.298,0.0,3.829,3.657,21737106.893,G6,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
6,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,12,GPS_L1,1275415193360769310,-21223037.96,7009515.254,13991469.81,1195.192,-1385.641,2480.65,32852.43,-0.002,23909938.56,4.797,0.0,5.634,9.276,23942776.08,G12,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
7,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,24,GPS_L1,1275415193368204844,-16924532.516,-2855430.965,20156069.301,-825.315,-2471.355,-996.503,-4186.357,-0.0,21680821.546,3.298,0.0,3.5,3.646,21676628.042999998,G24,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
8,2020-06-05-US-MTV-1,Pixel4,1275415193441,1,28,GPS_L1,1275415193365000163,8831790.745,-20973036.238,14398230.816,1379.268,-1038.889,-2445.479,213239.753,0.0,22641560.74,3.598,0.0,4.467,4.51,22854791.515999995,G28,1275415194440,-2703667.337499707,-4291388.94062342,3854292.6530834897,-3859.1250556629293
0,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,13,GPS_L1,1275415194360531084,-21707516.862,-13478213.804,-7546256.603,963.006,101.708,-2989.147,4756.851,0.001,23981356.918,11.992,0.0,6.172,8.193,23986099.404000003,G13,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
1,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,17,GPS_L1,1275415194369102393,-85169.435,-15336622.534,22111543.748,2601.658,721.677,516.176,82789.277,0.003,21411743.125,4.797,0.0,3.143,3.109,21494526.15,G17,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
2,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,15,GPS_L1,1275415194359367470,-26473607.417,-3898046.037,-1012208.777,131.598,-338.61,-3072.863,-67843.972,0.002,24330199.62,4.197,0.0,5.987,8.814,24262340.847000003,G15,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
3,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,19,GPS_L1,1275415194373399347,-8703007.043,-16234668.918,18843637.957,2358.185,675.701,1642.388,-44712.085,0.001,20123548.723,1.799,0.0,2.675,2.571,20078831.392,G19,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
4,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,2,GPS_L1,1275415194362727615,-13791372.364,-21257856.3,-7407043.931,-111.013,-1056.321,2977.844,-140142.015,-0.002,23322853.491,10.493,0.0,5.655,6.273,23182699.548,G2,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
5,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,6,GPS_L1,1275415194367734733,-6366961.114,-25663098.115,2279719.642,296.512,204.174,3203.765,-85107.28,-0.002,21821757.278,3.298,0.0,3.829,3.657,21736642.512,G6,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
6,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,12,GPS_L1,1275415194360771169,-21221842.693,7008129.465,13993950.312,1195.338,-1385.931,2480.346,32852.428,-0.002,23909381.246,5.096,0.0,5.634,9.273,23942218.767,G12,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
7,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,24,GPS_L1,1275415194368206139,-16925357.876,-2857902.24,20155072.58,-825.402,-2471.188,-996.936,-4186.357,-0.0,21680433.315,2.698,0.0,3.5,3.645,21676239.813,G24,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
8,2020-06-05-US-MTV-1,Pixel4,1275415194441,1,28,GPS_L1,1275415194364999022,8833169.869,-20974075.068,14395785.193,1378.984,-1038.774,-2445.773,213239.753,0.0,22641902.803,2.998,0.0,4.467,4.511,22855133.577999998,G28,1275415195440,-2703680.843857993,-4291365.133460391,3854308.7981322804,-3860.7179021204015
0,2020-06-05-US-MTV-1,Pixel4,1275415195441,1,13,GPS_L1,1275415195360528982,-21706553.679,-13478112.06,-7549245.664,963.363,101.78,-2988.988,4756.852,0.001,23981987.082,9.294,0.0,6.173,8.195,23986729.566,G13,1275415196440,-2703695.2565726982,-4291341.391465119,3854324.0089147305,-3857.521800285777
1,2020-06-05-US-MTV-1,Pixel4,1275415195441,1,17,GPS_L1,1275415195369101095,-82567.726,-15335900.931,22112059.697,2601.765,721.53,515.724,82789.28,0.003,21412132.256,3.897,0.0,3.143,3.109,21494915.284,G17,1275415196440,-2703695.2565726982,-4291341.391465119,3854324.0089147305,-3857.521800285777
2,2020-06-05-US-MTV-1,Pixel4,1275415195441,1,15,GPS_L1,1275415195359365937,-26473475.639,-3898384.626,-1015281.625,131.957,-338.569,-3072.842,-67843.97,0.002,24330659.201,8.094,0.0,5.988,8.816,24262800.427,G15,1275415196440,-2703695.2565726982,-4291341.391465119,3854324.0089147305,-3857.521800285777
3,2020-06-05-US-MTV-1,Pixel4,1275415195441,1,19,GPS_L1,1275415195373398943,-8700648.737,-16233993.255,18845280.139,2358.427,675.625,1641.978,-44712.084,0.001,20123669.84,1.499,0.0,2.676,2.571,20078952.509000003,G19,1275415196440,-2703695.2565726982,-4291341.391465119,3854324.0089147305,-3857.521800285777
