,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,13,GPS_L1,1275415544359789667,-21348647.156,-13438593.448,-8582264.772,1087.526,123.592,-2929.642,4757.295,0.001,24203628.143,10.493,0.0,6.582,9.276,24208369.580000002,G13,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
1,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,17,GPS_L1,1275415544368633549,831497.196,-15093243.878,22264434.702,2635.182,668.558,357.31,82790.353,0.003,21552299.02,2.398,0.0,3.276,3.213,21635082.884,G17,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
2,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,15,GPS_L1,1275415544358799119,-26405526.954,-4014387.864,-2085967.142,257.426,-327.174,-3061.611,-67843.405,0.002,24500586.963,4.197,0.0,6.291,9.685,24432727.582,G15,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
3,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,19,GPS_L1,1275415544373232021,-7863191.545,-16003189.373,19393073.423,2439.711,646.14,1496.528,-44711.831,0.001,20173711.796,2.099,0.0,2.727,2.6,20128994.637999997,G19,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
4,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,2,GPS_L1,1275415544363413970,-13825480.245,-21605279.977,-6355437.677,-82.824,-928.943,3029.97,-140142.844,-0.002,23117089.438,9.294,0.0,5.407,5.691,22976935.496,G2,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
5,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,6,GPS_L1,1275415544368247133,-6254769.809,-25569294.054,3397573.543,345.555,331.334,3182.572,-85107.961,-0.002,21668143.623,2.099,0.0,3.718,3.503,21583028.441000003,G6,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
6,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,12,GPS_L1,1275415544361406320,-20794945.755,6505342.628,14843050.739,1242.813,-1487.057,2370.562,32851.705,-0.002,23718967.767,2.698,0.0,5.526,8.309,23751805.637,G12,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
7,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,24,GPS_L1,1275415544368633152,-17219305.503,-3712248.166,19779794.959,-853.527,-2409.745,-1146.999,-4186.522,-0.0,21552418.038,5.696,0.0,3.44,3.508,21548224.567999996,G24,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
8,2020-06-05-US-MTV-1,Pixel4,1275415544441,1,28,GPS_L1,1275415544364584183,9298340.917,-21330150.1,13522115.338,1279.086,-994.733,-2545.621,213239.877,0.0,22766268.407,4.197,0.0,4.685,4.721,22979498.878000002,G28,1275415545440,-2708074.4197063777,-4283960.155774814,3859591.63465748,-704.6865541889667
0,2020-06-05-US-MTV-1,Pixel4,1275415545441,1,13,GPS_L1,1275415545359787579,-21347559.454,-13438469.83,-8585194.318,1087.881,123.645,-2929.462,4757.297,0.001,24204254.11,6.296,0.0,6.583,9.279,24208995.544999998,G13,1275415546440,-2708072.2973225997,-4283942.880013748,3859612.949563241,-711.1614543103325
1,2020-06-05-US-MTV-1,Pixel4,1275415545441,1,17,GPS_L1,1275415545368632270,834132.417,-15092575.399,22264791.783,2635.267,668.402,356.854,82790.356,0.003,21552682.455,2.398,0.0,3.276,3.213,21635466.321999997,G17,1275415546440,-2708072.2973225997,-4283942.880013748,3859612.949563241,-711.1614543103325
