collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-08-03-US-MTV-1,Pixel4,1280525356437,37.4274165550,-122.0699219583,34.51,546.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525357437,37.4274165550,-122.0699219583,34.51,547.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525358437,37.4274165550,-122.0699219567,34.51,548.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525359437,37.4274165550,-122.0699219567,34.51,549.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525360437,37.4274165550,-122.0699219567,34.51,550.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525361437,37.4274165550,-122.0699219567,34.51,551.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525362437,37.4274165550,-122.0699219567,34.51,552.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525363437,37.4274165550,-122.0699219567,34.51,553.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525364437,37.4274165550,-122.0699219567,34.51,554.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525365437,37.4274165550,-122.0699219567,34.51,555.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525366437,37.4274165550,-122.0699219567,34.51,556.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525367437,37.4274165550,-122.0699219567,34.51,557.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525368437,37.4274165550,-122.0699219567,34.51,558.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525369437,37.4274165550,-122.0699219567,34.51,559.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525370437,37.4274165550,-122.0699219567,34.51,560.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525371437,37.4274165550,-122.0699219567,34.51,561.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525372437,37.4274165550,-122.0699219567,34.51,562.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525373437,37.4274165550,-122.0699219567,34.51,563.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525374437,37.4274165550,-122.0699219567,34.51,564.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525375437,37.4274165550,-122.0699219577,34.51,565.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525376437,37.4274165550,-122.0699219567,34.51,566.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525377437,37.4274165550,-122.0699219567,34.51,567.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525378437,37.4274165550,-122.0699219567,34.51,568.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525379437,37.4274165550,-122.0699219567,34.51,569.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525380437,37.4274165550,-122.0699219573,34.51,570.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525381437,37.4274165550,-122.0699219567,34.51,571.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525382437,37.4274165550,-122.0699219567,34.51,572.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525383437,37.4274165550,-122.0699219567,34.51,573.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525384437,37.4274165550,-122.0699219573,34.51,574.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525385437,37.4274165550,-122.0699219635,34.51,575.44,1.24,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525386437,37.4274165550,-122.0699219583,34.51,576.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525387437,37.4274165550,-122.0699219594,34.51,577.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525388437,37.4274165550,-122.0699219600,34.51,578.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525389437,37.4274165550,-122.0699219600,34.51,579.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525390437,37.4274165550,-122.0699219600,34.51,580.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525391437,37.4274165550,-122.0699219600,34.51,581.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525392437,37.4274165550,-122.0699219583,34.51,582.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525393437,37.4274165550,-122.0699219583,34.51,583.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525394437,37.4274165550,-122.0699219583,34.51,584.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525395437,37.4274165550,-122.0699219583,34.51,585.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525396437,37.4274165550,-122.0699219583,34.51,586.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525397437,37.4274165550,-122.0699219583,34.51,587.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525398437,37.4274165550,-122.0699219583,34.51,588.44,1.40,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525399437,37.4274165550,-122.0699219583,34.51,589.44,1.30,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525400437,37.4274165550,-122.0699219583,34.51,590.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525401437,37.4274165550,-122.0699219583,34.51,591.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525402437,37.4274165550,-122.0699219583,34.51,592.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525403437,37.4274165550,-122.0699219583,34.51,593.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525404437,37.4274165550,-122.0699219583,34.51,594.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525405437,37.4274165550,-122.0699219583,34.51,595.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525406437,37.4274165550,-122.0699219583,34.51,596.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525407437,37.4274165550,-122.0699219583,34.51,597.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525408437,37.4274165550,-122.0699219583,34.51,598.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525409437,37.4274165550,-122.0699219583,34.51,599.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525410437,37.4274165550,-122.0699219583,34.51,600.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525411437,37.4274165550,-122.0699219583,34.51,601.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525412437,37.4274165550,-122.0699219583,34.51,602.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525413437,37.4274165550,-122.0699219583,34.51,603.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525414437,37.4274165550,-122.0699219583,34.51,604.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525415437,37.4274165550,-122.0699219583,34.51,605.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525416437,37.4274165550,-122.0699219583,34.51,606.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525417437,37.4274165550,-122.0699219583,34.51,607.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525418437,37.4274165550,-122.0699219583,34.51,608.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525419437,37.4274165550,-122.0699219583,34.51,609.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525420437,37.4274165550,-122.0699219583,34.51,610.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525421437,37.4274165550,-122.0699219583,34.51,611.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525422437,37.4274165550,-122.0699219567,34.51,612.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525423437,37.4274165550,-122.0699219583,34.51,613.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525424437,37.4274165550,-122.0699219583,34.51,614.44,1.10,0.00,0.00,358.50
2020-08-03-US-MTV-1,Pixel4,1280525425437,37.4274165550,-122.0699219583,34.51,615.44,1.10,0.00,0.00,358.50
