collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2021-04-29-US-SJC-2,Pixel4,1303759020435,37.3300148726,-121.8860052391,60.54,1337.43,3.5,0.0,9.36,329.96
2021-04-29-US-SJC-2,Pixel4,1303759021435,37.3300871552,-121.886058552,60.5,1338.43,2.54,0.0,9.26,329.6
2021-04-29-US-SJC-2,Pixel4,1303759022435,37.3301586347,-121.8861116266,60.43,1339.43,3.94,0.0,9.19,329.5
2021-04-29-US-SJC-2,Pixel4,1303759023435,37.3302293382,-121.8861643018,60.38,1340.43,4.9,0.0,9.05,329.4
2021-04-29-US-SJC-2,Pixel4,1303759024435,37.3302986663,-121.8862169609,60.34,1341.43,5.1,0.0,8.93,328.67
2021-04-29-US-SJC-2,Pixel4,1303759025435,37.3303663299,-121.8862704383,60.3,1342.43,5.1,0.0,8.83,327.7
2021-04-29-US-SJC-2,Pixel4,1303759026435,37.3304328178,-121.8863240828,60.27,1343.43,4.8,0.0,8.75,327.4
2021-04-29-US-SJC-2,Pixel4,1303759027435,37.3304997105,-121.8863767346,60.23,1344.43,4.1,0.0,8.8,328.57
2021-04-29-US-SJC-2,Pixel4,1303759028435,37.3305690932,-121.8864259832,60.23,1345.43,3.8,0.0,8.95,331.37
2021-04-29-US-SJC-2,Pixel4,1303759029435,37.3306407699,-121.8864741548,60.2,1346.43,4.33,0.0,9.0,331.63
2021-04-29-US-SJC-2,Pixel4,1303759030435,37.3307111359,-121.8865234206,60.18,1347.43,5.1,0.0,8.9,330.76
2021-04-29-US-SJC-2,Pixel4,1303759031435,37.330780494,-121.8865729204,60.12,1348.43,5.1,0.0,8.92,330.37
2021-04-29-US-SJC-2,Pixel4,1303759032435,37.3308513743,-121.8866247167,60.08,1349.43,4.53,0.0,9.33,329.76
2021-04-29-US-SJC-2,Pixel4,1303759033435,37.33092605,-121.8866800915,60.03,1350.43,3.8,0.0,9.84,329.4
2021-04-29-US-SJC-2,Pixel4,1303759034435,37.3310021355,-121.8867367199,59.98,1351.43,4.04,0.0,9.77,329.4
2021-04-29-US-SJC-2,Pixel4,1303759035435,37.3310772546,-121.8867930122,59.89,1352.43,4.74,0.0,9.67,329.17
2021-04-29-US-SJC-2,Pixel4,1303759036435,37.3311514228,-121.8868490974,59.83,1353.43,5.1,0.0,9.57,329.0
