,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,13,GPS_L1,1303758645358265347,-22778856.791,-13504895.471,-2967181.063,430.134,-60.91,-3153.327,37749.872,0.002,23087490.352,5.696,0.0,6.1,5.435,23125228.689000003,G13,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
1,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,17,GPS_L1,1303758645364737636,-1343160.592,-16068117.424,21531365.772,2453.7,944.765,875.723,130238.674,0.003,21147146.923,2.398,0.0,3.542,2.918,21277379.137,G17,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
2,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,15,GPS_L1,1303758645356248801,-26265319.163,-2579220.175,3996937.536,-462.987,-457.626,-3025.353,-45813.414,0.001,23692035.634,4.797,0.0,6.389,6.603,23646209.228,G15,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
3,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,19,GPS_L1,1303758645368386651,-10621646.491,-17336314.091,16862322.488,2045.967,787.862,2053.249,-1929.88,0.001,20053199.747,3.298,0.0,3.142,2.487,20051264.238,G19,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
4,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,2,GPS_L1,1303758645354692554,-13495512.128,-19537561.415,-11195489.599,-159.566,-1536.447,2721.406,-179883.193,-0.002,24158586.747,6.296,0.0,8.724,10.245,23978684.585,G2,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
5,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,6,GPS_L1,1303758645360663392,-6103372.949,-25770923.226,-1476539.477,171.324,-232.305,3222.604,3364.167,0.001,22368574.547,3.298,0.0,5.441,4.364,22371928.908999998,G6,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
6,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,12,GPS_L1,1303758645353778923,-22655343.053,7728844.194,11097385.163,1019.531,-1056.438,2768.428,-10308.859,-0.002,24432486.43,7.195,0.0,7.269,12.639,24422157.663,G12,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
7,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,14,GPS_L1,1303758645360842971,8268045.067,-20231340.865,15065365.106,1628.479,-1033.185,-2281.855,27492.025,-0.001,22314738.117,8.094,0.0,5.069,4.273,22342220.8,G14,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
8,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,24,GPS_L1,1303758645362402149,-16274764.064,-1553983.363,20745393.435,-648.787,-2615.217,-657.456,13505.846,0.008,21847308.312,1.799,0.0,4.346,3.845,21860805.967,G24,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
9,2021-04-29-US-SJC-2,Pixel4,1303758645435,1,28,GPS_L1,1303758645362197096,4668014.917,-19016048.331,18591744.775,1875.946,-1225.641,-1758.591,173629.036,-0.0,21908781.655,2.998,0.0,4.207,3.47,22082403.014000002,G28,1303758646435,-2682354.354831699,-4311619.481893798,3846533.666358198,-820.9397463011336
