,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,2,GPS_L1,1303758685354779257,-13501893.064,-19598739.321,-11086436.395,-159.466,-1522.437,2731.225,-179883.279,-0.002,24132593.841,6.296,0.0,8.675,10.05,23952691.836999997,G2,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
1,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,6,GPS_L1,1303758685360737963,-6096468.181,-25779904.718,-1347610.581,173.928,-216.772,3223.811,3364.201,0.001,22346218.723,5.696,0.0,5.415,4.332,22349573.177000005,G6,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
2,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,13,GPS_L1,1303758685358187342,-22761371.369,-13507212.406,-3093263.15,444.141,-54.951,-3150.773,37749.941,0.002,23110875.662,7.195,0.0,6.145,5.483,23148613.975,G13,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
3,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,17,GPS_L1,1303758685364689433,-1244886.758,-16030418.73,21566041.709,2459.983,940.163,858.072,130238.799,0.003,21161597.819,4.197,0.0,3.556,2.927,21291830.134999994,G17,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
4,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,19,GPS_L1,1303758685368384842,-10539577.671,-17304812.715,16944160.128,2057.464,787.193,2038.622,-1929.842,0.001,20053742.072,4.197,0.0,3.147,2.488,20051806.595,G19,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
5,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,24,GPS_L1,1303758685362460912,-16300808.107,-1658495.59,20718736.304,-653.405,-2610.371,-675.393,13506.15,0.008,21829691.607,2.398,0.0,4.335,3.824,21843189.597999997,G24,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
6,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,28,GPS_L1,1303758685362161026,4742853.627,-19065065.126,18521100.366,1865.987,-1225.185,-1773.623,173629.028,-0.0,21919595.169,18.287,0.0,4.225,3.481,22093216.491,G28,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
7,2021-04-29-US-SJC-2,Pixel4,1303758685435,1,30,GPS_L1,1303758685355538093,98873.584,-25689109.021,-6190457.102,494.342,726.585,-3003.082,-125768.711,-0.002,23905100.532,10.493,0.0,8.125,8.131,23779315.565,G30,1303758686435,-2682456.711300936,-4311291.040081712,3846825.6260625743,-764.1606073331843
0,2021-04-29-US-SJC-2,Pixel4,1303758686435,1,13,GPS_L1,1303758686358185432,-22760927.053,-13507267.283,-3096413.884,444.492,-54.803,-3150.707,37749.943,0.002,23111448.266,9.294,0.0,6.146,5.484,23149186.578999996,G13,1303758687435,-2682458.362537779,-4311283.2926257085,3846833.1895242776,-771.078487244889
1,2021-04-29-US-SJC-2,Pixel4,1303758686435,1,17,GPS_L1,1303758686364688234,-1242426.7,-16029478.627,21566899.559,2460.138,940.047,857.631,130238.803,0.003,21161957.27,1.799,0.0,3.557,2.927,21292189.588999998,G17,1303758687435,-2682458.362537779,-4311283.2926257085,3846833.1895242776,-771.078487244889
2,2021-04-29-US-SJC-2,Pixel4,1303758686435,1,19,GPS_L1,1303758686368384769,-10537520.063,-17304025.531,16946198.567,2057.751,787.175,2038.256,-1929.841,0.001,20053763.957,4.197,0.0,3.147,2.488,20051828.481,G19,1303758687435,-2682458.362537779,-4311283.2926257085,3846833.1895242776,-771.078487244889
3,2021-04-29-US-SJC-2,Pixel4,1303758686435,1,2,GPS_L1,1303758686354781366,-13502052.528,-19600261.585,-11083705.042,-159.462,-1522.086,2731.469,-179883.282,-0.002,24131961.579,13.79,0.0,8.674,10.045,23952059.577999998,G2,1303758687435,-2682458.362537779,-4311283.2926257085,3846833.1895242776,-771.078487244889
4,2021-04-29-US-SJC-2,Pixel4,1303758686435,1,6,GPS_L1,1303758686360739790,-6096294.22,-25780121.296,-1344386.75,173.994,-216.384,3223.839,3364.202,0.001,22345671.002,5.696,0.0,5.415,4.332,22349025.457000002,G6,1303758687435,-2682458.362537779,-4311283.2926257085,3846833.1895242776,-771.078487244889
