,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,13,GPS_L1,1303758745358069707,-22734091.57,-13510244.96,-3282189.417,465.194,-46.165,-3146.743,37750.044,0.002,23146141.748,6.296,0.0,6.213,5.557,23183880.022,G13,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
1,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,17,GPS_L1,1303758745364615861,-1097009.147,-15974218.899,21616730.465,2469.244,933.146,831.546,130238.988,0.003,21183654.15,2.099,0.0,3.579,2.941,21313886.618,G17,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
2,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,15,GPS_L1,1303758745356111147,-26309893.784,-2624450.584,3693994.314,-428.476,-447.056,-3033.413,-45813.285,0.001,23733303.265,11.992,0.0,6.474,6.714,23687476.792,G15,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
3,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,19,GPS_L1,1303758745368380475,-10415614.975,-17257615.105,17065816.002,2074.603,786.029,2016.548,-1929.786,0.001,20055051.265,3.897,0.0,3.154,2.489,20053115.836000003,G19,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
4,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,6,GPS_L1,1303758745360849538,-6085911.383,-25792212.481,-1154132.236,177.996,-193.492,3225.414,3364.252,0.001,22312769.38,3.897,0.0,5.377,4.286,22316123.969,G6,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
5,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,12,GPS_L1,1303758745353958370,-22552313.508,7621821.187,11373014.016,1040.963,-1084.042,2744.038,-10309.08,-0.002,24378689.573,6.296,0.0,7.239,12.125,24368361.129,G12,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
6,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,14,GPS_L1,1303758745360711131,8429475.96,-20334219.465,14835582.512,1600.123,-1024.293,-2313.72,27491.9,-0.001,22354262.754,3.897,0.0,5.137,4.327,22381745.19,G14,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
7,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,24,GPS_L1,1303758745362546867,-16340218.34,-1814895.738,20677406.671,-660.25,-2602.925,-702.248,13506.605,0.008,21803922.947,1.799,0.0,4.32,3.793,21817421.439,G24,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
8,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,28,GPS_L1,1303758745362106561,4854362.678,-19138551.66,18414009.186,1850.97,-1224.334,-1796.065,173629.016,-0.0,21935923.365,2.398,0.0,4.252,3.497,22109544.631999996,G28,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
9,2021-04-29-US-SJC-2,Pixel4,1303758745435,1,30,GPS_L1,1303758745355401228,128723.402,-25644891.649,-6370398.481,500.679,747.313,-2994.939,-125768.834,-0.002,23946131.627,18.287,0.0,8.228,8.317,23820346.248,G30,1303758746435,-2682537.394451763,-4311046.365284434,3847042.123899559,-550.3392247040862
0,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,13,GPS_L1,1303758746358067734,-22733626.201,-13510291.052,-3285336.119,465.545,-46.02,-3146.673,37750.046,0.002,23146733.239,5.696,0.0,6.214,5.558,23184471.513,G13,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
1,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,17,GPS_L1,1303758746364614634,-1094539.83,-15973285.814,21617561.788,2469.396,933.028,831.103,130238.991,0.003,21184021.995,1.799,0.0,3.579,2.942,21314254.465,G17,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
2,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,15,GPS_L1,1303758746356109729,-26310322.085,-2624897.587,3690960.866,-428.129,-446.953,-3033.49,-45813.284,0.001,23733728.37,9.294,0.0,6.475,6.715,23687901.895999998,G15,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
3,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,19,GPS_L1,1303758746368380382,-10413540.229,-17256829.086,17067832.364,2074.888,786.008,2016.178,-1929.785,0.001,20055079.146,4.197,0.0,3.154,2.489,20053143.718000002,G19,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
4,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,6,GPS_L1,1303758746360851426,-6085733.351,-25792405.779,-1150906.804,178.066,-193.104,3225.439,3364.253,0.001,22312203.372,2.998,0.0,5.376,4.285,22315557.964,G6,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
5,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,12,GPS_L1,1303758746353960182,-22551272.437,7620737.005,11375757.936,1041.174,-1084.318,2743.791,-10309.082,-0.002,24378146.349,7.195,0.0,7.239,12.12,24367817.908,G12,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
6,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,14,GPS_L1,1303758746360709813,8431075.939,-20335243.711,14833268.637,1599.839,-1024.201,-2314.036,27491.899,-0.001,22354657.881,3.598,0.0,5.138,4.327,22382140.315,G14,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
7,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,24,GPS_L1,1303758746362548286,-16340878.649,-1817498.604,20676704.198,-660.363,-2602.799,-702.695,13506.613,0.008,21803497.541,2.398,0.0,4.32,3.793,21816996.041,G24,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
8,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,28,GPS_L1,1303758746362105669,4856213.521,-19139775.985,18412212.936,1850.719,-1224.318,-1796.438,173629.016,-0.0,21936190.78,2.698,0.0,4.253,3.498,22109812.045,G28,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
9,2021-04-29-US-SJC-2,Pixel4,1303758746435,1,30,GPS_L1,1303758746355399153,129224.134,-25644144.165,-6373393.345,500.786,747.658,-2994.801,-125768.836,-0.002,23946753.696,18.287,0.0,8.23,8.32,23820968.31,G30,1303758747435,-2682537.6537050446,-4311044.636562917,3847043.819125756,-547.7707433826267
0,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,13,GPS_L1,1303758747358065771,-22733160.481,-13510337.0,-3288482.751,465.896,-45.875,-3146.604,37750.048,0.002,23147321.731,6.296,0.0,6.215,5.559,23185060.005,G13,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
1,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,17,GPS_L1,1303758747364613462,-1092070.359,-15972352.847,21618392.669,2469.549,932.91,830.661,130238.994,0.003,21184373.352,2.398,0.0,3.579,2.942,21314605.825,G17,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
2,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,15,GPS_L1,1303758747356108474,-26310750.04,-2625344.488,3687927.341,-427.783,-446.849,-3033.568,-45813.283,0.001,23734104.61,8.094,0.0,6.476,6.716,23688278.135,G15,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
3,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,19,GPS_L1,1303758747368380340,-10411465.198,-17256043.089,17069848.357,2075.172,785.987,2015.809,-1929.784,0.001,20055091.737,4.797,0.0,3.154,2.489,20053156.31,G19,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
4,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,2,GPS_L1,1303758747354913544,-13511771.103,-19692455.678,-10916633.127,-159.147,-1500.653,2746.248,-179883.412,-0.002,24092335.612,13.79,0.0,8.599,9.76,23912433.841,G2,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
5,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,6,GPS_L1,1303758747360853260,-6085555.25,-25792598.689,-1147681.347,178.135,-192.716,3225.463,3364.254,0.001,22311653.552,3.598,0.0,5.375,4.284,22315008.147,G6,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
6,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,12,GPS_L1,1303758747353961885,-22550231.156,7619652.547,11378501.609,1041.386,-1084.595,2743.544,-10309.085,-0.002,24377635.802,5.696,0.0,7.239,12.115,24367307.363,G12,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
7,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,14,GPS_L1,1303758747360708528,8432675.633,-20336267.865,14830954.445,1599.555,-1024.109,-2314.353,27491.897,-0.001,22355043.114,3.298,0.0,5.139,4.328,22382525.544,G14,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
8,2021-04-29-US-SJC-2,Pixel4,1303758747435,1,24,GPS_L1,1303758747362549697,-16341539.07,-1820101.343,20676001.278,-660.477,-2602.673,-703.142,13506.621,0.008,21803074.534,1.799,0.0,4.32,3.792,21816573.043,G24,1303758748435,-2682538.027549105,-4311042.152478207,3847046.2263173442,-549.1905946722496
