,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,13,GPS_L1,1303758735358089290,-22738725.944,-13509776.058,-3250718.608,461.682,-47.617,-3147.431,37750.027,0.002,23140270.912,5.696,0.0,6.201,5.544,23178009.194,G13,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
1,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,17,GPS_L1,1303758735364628156,-1121693.913,-15983556.24,21608392.894,2467.714,934.325,835.971,130238.957,0.003,21179968.202,2.698,0.0,3.575,2.939,21310200.645,G17,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
2,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,15,GPS_L1,1303758735356125078,-26305591.74,-2619974.845,3724324.521,-431.935,-448.094,-3032.636,-45813.298,0.001,23729126.856,11.992,0.0,6.465,6.703,23683300.389999997,G15,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
3,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,19,GPS_L1,1303758735368381267,-10436346.78,-17265476.435,17045632.077,2071.756,786.237,2020.238,-1929.795,0.001,20054813.83,2.698,0.0,3.153,2.489,20052878.392999995,G19,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
4,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,2,GPS_L1,1303758735354887357,-13509860.867,-19674422.477,-10949570.849,-159.224,-1504.875,2743.359,-179883.387,-0.002,24100186.277,15.889,0.0,8.614,9.815,23920284.461,G2,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
5,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,14,GPS_L1,1303758735360724334,8413460.549,-20323971.966,14858703.87,1602.965,-1025.208,-2310.556,27491.912,-0.001,22350304.595,3.897,0.0,5.13,4.321,22377787.056,G14,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
6,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,24,GPS_L1,1303758735362532696,-16333621.491,-1788860.172,20684406.813,-659.116,-2604.181,-697.777,13506.529,0.008,21808171.306,2.099,0.0,4.323,3.798,21821669.714,G24,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
7,2021-04-29-US-SJC-2,Pixel4,1303758735435,1,28,GPS_L1,1303758735362115602,4835840.449,-19126307.544,18431951.167,1853.48,-1224.49,-1792.333,173629.018,-0.0,21933212.941,2.698,0.0,4.248,3.495,22106834.216,G28,1303758736435,-2682537.1649820236,-4311047.942262299,3847040.5604618974,-578.6620927813726
0,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,13,GPS_L1,1303758736358087309,-22738264.087,-13509823.601,-3253865.998,462.033,-47.471,-3147.362,37750.029,0.002,23140864.801,5.696,0.0,6.202,5.546,23178603.082,G13,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
1,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,17,GPS_L1,1303758736364626925,-1119226.125,-15982621.976,21609228.642,2467.867,934.207,835.529,130238.96,0.003,21180337.246,2.398,0.0,3.575,2.939,21310569.692,G17,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
2,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,15,GPS_L1,1303758736356123602,-26306023.501,-2620422.886,3721291.851,-431.589,-447.99,-3032.714,-45813.297,0.001,23729569.349,11.992,0.0,6.466,6.704,23683742.882000003,G15,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
3,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,19,GPS_L1,1303758736368381191,-10434274.881,-17264690.209,17047652.13,2072.041,786.216,2019.869,-1929.794,0.001,20054836.614,2.698,0.0,3.153,2.489,20052901.178,G19,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
4,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,6,GPS_L1,1303758736360832539,-6087510.549,-25790455.352,-1183160.012,177.374,-196.982,3225.189,3364.244,0.001,22317865.552,15.889,0.0,5.382,4.293,22321220.121,G6,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
5,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,12,GPS_L1,1303758736353942056,-22561673.616,7631566.374,11348307.635,1039.057,-1081.552,2746.258,-10309.06,-0.002,24383580.387,11.992,0.0,7.242,12.169,24373251.916,G12,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
6,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,14,GPS_L1,1303758736360723020,8415063.368,-20324997.128,14856393.159,1602.68,-1025.117,-2310.873,27491.911,-0.001,22350698.522,4.197,0.0,5.131,4.322,22378180.979999997,G14,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
7,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,24,GPS_L1,1303758736362534130,-16334280.666,-1791464.294,20683708.811,-659.23,-2604.055,-698.224,13506.537,0.008,21807741.403,2.398,0.0,4.322,3.798,21821239.82,G24,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
8,2021-04-29-US-SJC-2,Pixel4,1303758736435,1,28,GPS_L1,1303758736362114710,4837693.801,-19127532.025,18430158.649,1853.229,-1224.475,-1792.707,173629.018,-0.0,21933480.356,2.698,0.0,4.248,3.495,22107101.630999997,G28,1303758737435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-575.7834620374464
0,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,13,GPS_L1,1303758737358085392,-22737801.879,-13509871.0,-3257013.32,462.384,-47.326,-3147.294,37750.031,0.002,23141439.503,5.696,0.0,6.204,5.547,23179177.783,G13,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
1,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,17,GPS_L1,1303758737364625694,-1116758.184,-15981687.829,21610063.948,2468.02,934.089,835.086,130238.963,0.003,21180706.291,2.099,0.0,3.576,2.939,21310938.739,G17,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
2,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,15,GPS_L1,1303758737356122241,-26306454.916,-2620870.823,3718259.102,-431.244,-447.886,-3032.792,-45813.296,0.001,23729977.367,11.992,0.0,6.467,6.705,23684150.899,G15,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
3,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,19,GPS_L1,1303758737368381123,-10432202.697,-17263904.003,17049671.814,2072.326,786.196,2019.5,-1929.794,0.001,20054857.0,2.398,0.0,3.153,2.489,20052921.564,G19,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
4,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,6,GPS_L1,1303758737360834420,-6087333.141,-25790652.14,-1179934.803,177.443,-196.594,3225.215,3364.245,0.001,22317301.642,6.296,0.0,5.382,4.292,22320656.213000003,G6,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
5,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,12,GPS_L1,1303758737353944155,-22560634.451,7630484.682,11351053.775,1039.269,-1081.828,2746.012,-10309.062,-0.002,24382951.123,9.294,0.0,7.242,12.164,24372622.655,G12,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
6,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,14,GPS_L1,1303758737360721728,8416665.904,-20326022.198,14854082.13,1602.396,-1025.026,-2311.189,27491.91,-0.001,22351085.854,4.197,0.0,5.132,4.322,22378568.31,G14,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
7,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,24,GPS_L1,1303758737362535547,-16334939.954,-1794068.29,20683010.362,-659.343,-2603.93,-698.671,13506.545,0.008,21807316.597,2.398,0.0,4.322,3.797,21820815.023000002,G24,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
8,2021-04-29-US-SJC-2,Pixel4,1303758737435,1,28,GPS_L1,1303758737362113817,4839546.902,-19128756.491,18428365.757,1852.978,-1224.459,-1793.08,173629.018,-0.0,21933748.071,2.698,0.0,4.248,3.495,22107369.345999997,G28,1303758738435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-573.1396380656083
0,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,13,GPS_L1,1303758738358083489,-22737339.32,-13509918.253,-3260160.573,462.735,-47.181,-3147.225,37750.032,0.002,23142010.008,5.696,0.0,6.205,5.548,23179748.287000004,G13,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
1,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,17,GPS_L1,1303758738364624464,-1114290.09,-15980753.801,21610898.811,2468.173,933.972,834.644,130238.966,0.003,21181075.035,2.099,0.0,3.576,2.94,21311307.484999996,G17,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
2,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,19,GPS_L1,1303758738368381033,-10430130.229,-17263117.819,17051691.129,2072.61,786.175,2019.131,-1929.793,0.001,20054883.981,2.698,0.0,3.153,2.489,20052948.545999996,G19,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
3,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,6,GPS_L1,1303758738360836307,-6087155.663,-25790848.54,-1176709.57,177.512,-196.207,3225.24,3364.246,0.001,22316735.934,5.696,0.0,5.381,4.291,22320090.507999998,G6,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
4,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,12,GPS_L1,1303758738353946095,-22559595.074,7629402.713,11353799.669,1039.481,-1082.105,2745.765,-10309.065,-0.002,24382369.525,11.992,0.0,7.241,12.159,24372041.059999995,G12,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
5,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,14,GPS_L1,1303758738360720367,8418268.155,-20327047.176,14851770.786,1602.112,-1024.934,-2311.506,27491.909,-0.001,22351493.871,3.598,0.0,5.132,4.323,22378976.325000003,G14,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
6,2021-04-29-US-SJC-2,Pixel4,1303758738435,1,24,GPS_L1,1303758738362536985,-16335599.355,-1796672.16,20682311.466,-659.457,-2603.805,-699.118,13506.552,0.008,21806885.496,2.698,0.0,4.322,3.797,21820383.929,G24,1303758739435,-2682537.165170388,-4311047.94227986,3847040.5603118837,-577.5000050094264
