,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,13,GPS_L1,1303758675358206931,-22765795.26,-13506655.492,-3061752.24,440.637,-56.433,-3151.421,37749.924,0.002,23105003.028,7.195,0.0,6.133,5.471,23142741.347999997,G13,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
1,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,17,GPS_L1,1303758675364701566,-1269478.749,-16039826.124,21557438.923,2458.42,941.319,862.488,130238.768,0.003,21157960.437,1.799,0.0,3.553,2.925,21288192.726999998,G17,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
2,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,15,GPS_L1,1303758675356207991,-26279053.784,-2592900.585,3906139.644,-452.654,-454.409,-3027.838,-45813.376,0.001,23704270.164,4.797,0.0,6.414,6.636,23658443.738,G15,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
3,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,19,GPS_L1,1303758675368385409,-10560137.973,-17312685.523,16923755.589,2054.595,787.368,2042.286,-1929.852,0.001,20053572.089,6.296,0.0,3.146,2.487,20051636.604,G19,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
4,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,2,GPS_L1,1303758675354757687,-13500298.233,-19583497.394,-11113736.485,-159.499,-1525.943,2728.78,-179883.258,-0.002,24139060.365,13.79,0.0,8.687,10.098,23959158.321999997,G2,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
5,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,6,GPS_L1,1303758675360719393,-6098204.168,-25777717.592,-1379847.296,173.269,-220.654,3223.519,3364.192,0.001,22351785.869,8.094,0.0,5.422,4.34,22355140.299000002,G6,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
6,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,12,GPS_L1,1303758675353833739,-22624659.614,7697027.031,11180329.497,1026.019,-1064.704,2761.175,-10308.925,-0.002,24416053.007,11.992,0.0,7.26,12.48,24405724.341999996,G12,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
7,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,14,GPS_L1,1303758675360803624,8316771.981,-20262297.406,14996765.253,1619.986,-1030.578,-2291.466,27491.988,-0.001,22326534.051,13.79,0.0,5.089,4.289,22354016.661,G14,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
8,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,24,GPS_L1,1303758675362446320,-16294279.793,-1632385.736,20725467.841,-652.254,-2611.592,-670.911,13506.074,0.008,21834066.179,2.698,0.0,4.338,3.829,21847564.086000003,G24,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
9,2021-04-29-US-SJC-2,Pixel4,1303758675435,1,28,GPS_L1,1303758675362170220,4724181.308,-19052812.666,18538817.819,1868.481,-1225.308,-1769.87,173629.03,-0.0,21916838.877,3.298,0.0,4.22,3.478,22090460.209000003,G28,1303758676435,-2682437.963368049,-4311379.7616620185,3846740.4022675944,-801.8945446776495
