,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-22-US-SJC-1,Pixel4,1303161805446,1,6,GPS_L1,1303161805377085643,-1850085.175,-20666424.824,16607628.596,1380.374,1581.453,2135.231,2794.228,0.001,20757984.118,3.298,0.0,4.073,2.79,20760771.483000003,G6,1303161806446,-2682525.210609458,-4311116.45981517,3846972.901253098,-325.4697254438322
1,2021-04-22-US-SJC-1,Pixel4,1303161805446,1,12,GPS_L1,1303161805375121729,-14429528.089,-4080000.492,21658507.141,1232.169,-2523.834,355.658,-9397.075,-0.002,21346750.723,1.499,0.0,4.754,3.39,21337345.504,G12,1303161806446,-2682525.210609458,-4311116.45981517,3846972.901253098,-325.4697254438322
2,2021-04-22-US-SJC-1,Pixel4,1303161805446,1,17,GPS_L1,1303161805366153838,14478352.501,-13243746.286,18326119.301,2238.01,-42.723,-1842.139,129135.292,0.003,24035256.809,13.79,0.0,7.682,7.791,24164376.628,G17,1303161806446,-2682525.210609458,-4311116.45981517,3846972.901253098,-325.4697254438322
3,2021-04-22-US-SJC-1,Pixel4,1303161805446,1,19,GPS_L1,1303161805373592989,5634105.449,-14389629.956,21300004.136,2768.865,-5.417,-736.728,-2829.989,0.001,21805055.445,2.398,0.0,5.275,3.881,21802216.3,G19,1303161806446,-2682525.210609458,-4311116.45981517,3846972.901253098,-325.4697254438322
0,2021-04-22-US-SJC-1,Pixel4,1303161806446,1,6,GPS_L1,1303161806377085269,-1848704.671,-20664843.308,16609763.649,1380.634,1581.58,2134.878,2794.229,0.001,20758096.24,3.598,0.0,4.073,2.79,20760883.606,G6,1303161807446,-2682525.210609458,-4311116.45981517,3846972.901253098,-327.5897894085183
1,2021-04-22-US-SJC-1,Pixel4,1303161806446,1,12,GPS_L1,1303161806375123104,-14428295.985,-4082524.386,21658862.563,1232.038,-2523.946,355.186,-9397.077,-0.002,21346338.508,1.499,0.0,4.754,3.389,21336933.288000003,G12,1303161807446,-2682525.210609458,-4311116.45981517,3846972.901253098,-327.5897894085183
2,2021-04-22-US-SJC-1,Pixel4,1303161806446,1,17,GPS_L1,1303161806366152160,14480590.394,-13243789.071,18324276.976,2237.783,-42.847,-1842.516,129135.295,0.003,24035759.861,10.493,0.0,7.683,7.793,24164879.680000003,G17,1303161807446,-2682525.210609458,-4311116.45981517,3846972.901253098,-327.5897894085183
3,2021-04-22-US-SJC-1,Pixel4,1303161806446,1,19,GPS_L1,1303161806373591423,5636874.262,-14389635.456,21299267.176,2768.771,-5.582,-737.194,-2829.988,0.001,21805524.92,2.099,0.0,5.276,3.882,21802685.774,G19,1303161807446,-2682525.210609458,-4311116.45981517,3846972.901253098,-327.5897894085183
0,2021-04-22-US-SJC-1,Pixel4,1303161807446,1,6,GPS_L1,1303161807377084878,-1847323.907,-20663261.665,16611898.35,1380.894,1581.708,2134.526,2794.23,0.001,20758213.459,3.598,0.0,4.073,2.79,20761000.826,G6,1303161808446,-2682525.2112417575,-4311116.459556498,3846972.901103082,-333.6175100384395
1,2021-04-22-US-SJC-1,Pixel4,1303161807446,1,12,GPS_L1,1303161807375124484,-14427064.01,-4085048.392,21659217.513,1231.908,-2524.058,354.714,-9397.079,-0.002,21345924.795,1.499,0.0,4.753,3.389,21336519.574000005,G12,1303161808446,-2682525.2112417575,-4311116.459556498,3846972.901103082,-333.6175100384395
2,2021-04-22-US-SJC-1,Pixel4,1303161807446,1,17,GPS_L1,1303161807366150577,14482828.06,-13243831.98,18322434.274,2237.556,-42.971,-1842.893,129135.298,0.003,24036234.432,10.493,0.0,7.684,7.796,24165354.25,G17,1303161808446,-2682525.2112417575,-4311116.459556498,3846972.901103082,-333.6175100384395
3,2021-04-22-US-SJC-1,Pixel4,1303161807446,1,19,GPS_L1,1303161807373589873,5639642.981,-14389641.122,21298529.749,2768.676,-5.748,-737.66,-2829.988,0.001,21805989.598,1.799,0.0,5.277,3.882,21803150.451,G19,1303161808446,-2682525.2112417575,-4311116.459556498,3846972.901103082,-333.6175100384395
4,2021-04-22-US-SJC-1,Pixel4,1303161807446,1,25,GPS_L1,1303161807364935188,-17165722.734,10269851.43,17069669.473,673.1,-2134.742,1958.072,37061.083,0.001,24400598.888,18.287,0.0,9.064,13.719,24437637.188,G25,1303161808446,-2682525.2112417575,-4311116.459556498,3846972.901103082,-333.6175100384395
0,2021-04-22-US-SJC-1,Pixel4,1303161808446,1,6,GPS_L1,1303161808377084507,-1845942.882,-20661679.894,16614032.698,1381.154,1581.835,2134.173,2794.231,0.001,20758324.682,3.598,0.0,4.073,2.79,20761112.05,G6,1303161809446,-2682525.2123024752,-4311116.459483113,3846972.9004500736,-337.7567969953384
1,2021-04-22-US-SJC-1,Pixel4,1303161808446,1,12,GPS_L1,1303161808375125860,-14425832.167,-4087572.51,21659571.99,1231.778,-2524.171,354.242,-9397.082,-0.002,21345512.28,1.499,0.0,4.753,3.389,21336107.056000005,G12,1303161809446,-2682525.2123024752,-4311116.459483113,3846972.9004500736,-337.7567969953384
2,2021-04-22-US-SJC-1,Pixel4,1303161808446,1,17,GPS_L1,1303161808366148855,14485065.498,-13243875.013,18320591.196,2237.328,-43.095,-1843.271,129135.301,0.003,24036750.675,11.992,0.0,7.684,7.798,24165870.494,G17,1303161809446,-2682525.2123024752,-4311116.459483113,3846972.9004500736,-337.7567969953384
3,2021-04-22-US-SJC-1,Pixel4,1303161808446,1,19,GPS_L1,1303161808373588325,5642411.606,-14389646.953,21297791.857,2768.582,-5.914,-738.126,-2829.987,0.001,21806453.677,2.099,0.0,5.277,3.883,21803614.53,G19,1303161809446,-2682525.2123024752,-4311116.459483113,3846972.9004500736,-337.7567969953384
