,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,2,GPS_L1,1303161845376209498,-12384161.432,-22274763.83,8037950.895,806.57,531.586,2962.702,-179289.068,-0.0,21020645.781,4.197,0.0,4.134,2.754,20841349.825,G2,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
1,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,6,GPS_L1,1303161845377069397,-1794662.179,-20603065.361,16692755.172,1390.775,1586.505,2121.088,2794.267,0.001,20762854.546,3.298,0.0,4.076,2.793,20765641.944,G6,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
2,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,12,GPS_L1,1303161845375176783,-14380345.9,-4181043.309,21672355.598,1226.929,-2528.283,336.763,-9397.169,-0.002,21330245.949,1.799,0.0,4.738,3.375,21320840.667,G12,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
3,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,17,GPS_L1,1303161845366087325,14567690.299,-13245554.102,18252132.318,2228.873,-47.659,-1857.207,129135.411,0.003,24055196.905,10.493,0.0,7.714,7.88,24184316.722,G17,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
4,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,14,GPS_L1,1303161845361673512,13220413.978,-22783057.161,-3321826.167,86.409,504.889,-3131.829,28150.928,-0.001,25378424.753,18.287,0.0,12.504,34.61,25406528.566999998,G14,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
5,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,19,GPS_L1,1303161845373530821,5744783.88,-14389979.024,21270162.496,2765.047,-12.032,-755.351,-2829.966,0.001,21823692.943,2.998,0.0,5.299,3.902,21820853.776000004,G19,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
6,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,25,GPS_L1,1303161845365013825,-17140164.388,10188537.452,17143805.816,672.061,-2144.922,1943.822,37061.128,0.001,24377024.108,20.985,0.0,9.033,13.444,24414062.759,G25,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
7,2021-04-22-US-SJC-1,Pixel4,1303161845446,1,28,GPS_L1,1303161845365254547,11679172.94,-23967059.881,1267959.178,242.825,22.1,-3184.174,174696.698,-0.001,24304857.468,10.493,0.0,9.693,10.478,24479533.994999997,G28,1303161846446,-2682542.189821095,-4311035.3133280305,3847050.3790106145,-437.59438309557726
0,2021-04-22-US-SJC-1,Pixel4,1303161846446,1,17,GPS_L1,1303161846366085798,14569919.054,-13245601.822,18250274.926,2228.643,-47.781,-1857.583,129135.414,0.003,24055654.688,4.197,0.0,7.715,7.882,24184774.505000003,G17,1303161847446,-2682542.137699621,-4311035.147725748,3847050.5829558396,-444.70617940399114
1,2021-04-22-US-SJC-1,Pixel4,1303161846446,1,19,GPS_L1,1303161846373529294,5747548.875,-14389991.139,21269406.913,2764.95,-12.197,-755.816,-2829.965,0.001,21824150.726,2.998,0.0,5.299,3.903,21821311.559,G19,1303161847446,-2682542.137699621,-4311035.147725748,3847050.5829558396,-444.70617940399114
