,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-22-US-SJC-1,Pixel4,1303161795446,1,19,GPS_L1,1303161795373608460,5606412.156,-14389584.067,21307348.114,2769.802,-3.759,-732.068,-2829.995,0.001,21800417.356,7.195,0.0,5.27,3.876,21797578.215,G19,1303161796446,-2682522.9478516965,-4311126.557696732,3846963.2940071747,-299.74307839717056
1,2021-04-22-US-SJC-1,Pixel4,1303161795446,1,2,GPS_L1,1303161795376169081,-12424152.437,-22301055.616,7889607.051,793.076,520.062,2971.022,-179289.049,-0.0,21032762.492,7.195,0.0,4.147,2.764,20853466.532,G2,1303161796446,-2682522.9478516965,-4311126.557696732,3846963.2940071747,-299.74307839717056
2,2021-04-22-US-SJC-1,Pixel4,1303161795446,1,6,GPS_L1,1303161795377089588,-1863875.912,-20682232.956,16586258.671,1377.773,1580.174,2138.756,2794.218,0.001,20756801.436,2.398,0.0,4.072,2.79,20759588.792,G6,1303161796446,-2682522.9478516965,-4311126.557696732,3846963.2940071747,-299.74307839717056
3,2021-04-22-US-SJC-1,Pixel4,1303161795446,1,12,GPS_L1,1303161795375107974,-14441856.292,-4054767.75,21654926.948,1233.469,-2522.706,360.38,-9397.051,-0.002,21350874.368,2.099,0.0,4.758,3.394,21341469.165,G12,1303161796446,-2682522.9478516965,-4311126.557696732,3846963.2940071747,-299.74307839717056
0,2021-04-22-US-SJC-1,Pixel4,1303161796446,1,2,GPS_L1,1303161796376169822,-12423359.225,-22300535.437,7892577.993,793.345,520.294,2970.857,-179289.049,-0.0,21032540.346,5.096,0.0,4.147,2.764,20853244.386000004,G2,1303161797446,-2682523.787433353,-4311122.697288881,3846967.042684593,-303.7594074962695
1,2021-04-22-US-SJC-1,Pixel4,1303161796446,1,6,GPS_L1,1303161796377089211,-1862498.008,-20680652.719,16588397.249,1378.033,1580.302,2138.403,2794.219,0.001,20756914.458,2.099,0.0,4.072,2.79,20759701.815,G6,1303161797446,-2682523.787433353,-4311122.697288881,3846967.042684593,-303.7594074962695
2,2021-04-22-US-SJC-1,Pixel4,1303161796446,1,12,GPS_L1,1303161796375109350,-14440622.887,-4057290.517,21655287.092,1233.339,-2522.819,359.908,-9397.053,-0.002,21350461.854,2.099,0.0,4.758,3.393,21341056.65,G12,1303161797446,-2682523.787433353,-4311122.697288881,3846967.042684593,-303.7594074962695
3,2021-04-22-US-SJC-1,Pixel4,1303161796446,1,19,GPS_L1,1303161796373606919,5609181.907,-14389587.91,21306615.814,2769.708,-3.925,-732.534,-2829.994,0.001,21800879.336,5.096,0.0,5.27,3.876,21798040.196000002,G19,1303161797446,-2682523.787433353,-4311122.697288881,3846967.042684593,-303.7594074962695
0,2021-04-22-US-SJC-1,Pixel4,1303161797446,1,17,GPS_L1,1303161797366166896,14460441.175,-13243408.48,18340844.304,2239.828,-41.729,-1839.118,129135.269,0.003,24031342.119,13.79,0.0,7.676,7.774,24160461.938,G17,1303161798446,-2682524.4351264737,-4311119.859643548,3846969.769285924,-304.228346441286
1,2021-04-22-US-SJC-1,Pixel4,1303161797446,1,19,GPS_L1,1303161797373605366,5611951.564,-14389591.919,21305883.047,2769.615,-4.091,-733.0,-2829.993,0.001,21801344.914,3.897,0.0,5.271,3.877,21798505.773,G19,1303161798446,-2682524.4351264737,-4311119.859643548,3846969.769285924,-304.228346441286
2,2021-04-22-US-SJC-1,Pixel4,1303161797446,1,2,GPS_L1,1303161797376170706,-12422565.744,-22300015.026,7895548.771,793.615,520.526,2970.692,-179289.05,-0.0,21032275.33,7.195,0.0,4.146,2.764,20852979.369999997,G2,1303161798446,-2682524.4351264737,-4311119.859643548,3846969.769285924,-304.228346441286
3,2021-04-22-US-SJC-1,Pixel4,1303161797446,1,6,GPS_L1,1303161797377088797,-1861119.845,-20679072.353,16590535.475,1378.293,1580.43,2138.051,2794.22,0.001,20757038.572,2.398,0.0,4.072,2.79,20759825.93,G6,1303161798446,-2682524.4351264737,-4311119.859643548,3846969.769285924,-304.228346441286
4,2021-04-22-US-SJC-1,Pixel4,1303161797446,1,12,GPS_L1,1303161797375110741,-14439389.612,-4059813.396,21655646.764,1233.209,-2522.932,359.436,-9397.056,-0.002,21350044.842,2.099,0.0,4.757,3.393,21340639.636,G12,1303161798446,-2682524.4351264737,-4311119.859643548,3846969.769285924,-304.228346441286
5,2021-04-22-US-SJC-1,Pixel4,1303161797446,1,28,GPS_L1,1303161797365327293,11667309.765,-23967730.053,1420767.429,251.492,5.835,-3182.821,174696.763,-0.001,24283048.766,20.985,0.0,9.632,10.298,24457725.599,G28,1303161798446,-2682524.4351264737,-4311119.859643548,3846969.769285924,-304.228346441286
0,2021-04-22-US-SJC-1,Pixel4,1303161798446,1,2,GPS_L1,1303161798376171428,-12421771.993,-22299494.384,7898519.382,793.884,520.757,2970.527,-179289.05,-0.0,21032058.88,7.195,0.0,4.146,2.764,20852762.919999998,G2,1303161799446,-2682524.88040288,-4311117.970351799,3846971.563936254,-303.13485680670044
1,2021-04-22-US-SJC-1,Pixel4,1303161798446,1,6,GPS_L1,1303161798377088414,-1859741.422,-20677491.86,16592673.349,1378.553,1580.558,2137.699,2794.221,0.001,20757153.393,2.398,0.0,4.072,2.79,20759940.752,G6,1303161799446,-2682524.88040288,-4311117.970351799,3846971.563936254,-303.13485680670044
