,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-22-US-SJC-1,Pixel4,1303161745446,1,17,GPS_L1,1303161745366253556,14343664.73,-13241407.562,18435966.704,2251.557,-35.215,-1819.426,129135.115,0.003,24005362.105,6.296,0.0,7.635,7.662,24134481.922999997,G17,1303161746446,-2682409.7119982513,-4311509.774881434,3846616.675937159,-138.15610979374938
1,2021-04-22-US-SJC-1,Pixel4,1303161745446,1,19,GPS_L1,1303161745373685795,5467807.089,-14389603.582,21343368.616,2774.381,4.547,-708.746,-2830.023,0.001,21777232.906,4.797,0.0,5.241,3.85,21774393.792,G19,1303161746446,-2682409.7119982513,-4311509.774881434,3846616.675937159,-138.15610979374938
2,2021-04-22-US-SJC-1,Pixel4,1303161745446,1,25,GPS_L1,1303161745364806537,-17207503.712,10401687.838,16947551.222,674.639,-2118.011,1981.19,37061.01,0.001,24439167.487,3.598,0.0,9.115,14.197,24476205.185000002,G25,1303161746446,-2682409.7119982513,-4311509.774881434,3846616.675937159,-138.15610979374938
3,2021-04-22-US-SJC-1,Pixel4,1303161745446,1,2,GPS_L1,1303161745376128266,-12463469.954,-22326768.011,7740850.975,779.63,508.411,2979.191,-179289.029,-0.0,21044998.522,4.797,0.0,4.16,2.774,20865702.559,G2,1303161746446,-2682409.7119982513,-4311509.774881434,3846616.675937159,-138.15610979374938
4,2021-04-22-US-SJC-1,Pixel4,1303161745446,1,6,GPS_L1,1303161745377109054,-1932439.354,-20761080.04,16478881.617,1364.763,1573.684,2156.31,2794.169,0.001,20750965.676,2.398,0.0,4.068,2.786,20753752.991,G6,1303161746446,-2682409.7119982513,-4311509.774881434,3846616.675937159,-138.15610979374938
5,2021-04-22-US-SJC-1,Pixel4,1303161745446,1,12,GPS_L1,1303161745375037787,-14503691.392,-3928774.835,21636317.884,1239.917,-2516.978,383.979,-9396.933,-0.002,21371915.901,2.998,0.0,4.779,3.413,21362510.776000004,G12,1303161746446,-2682409.7119982513,-4311509.774881434,3846616.675937159,-138.15610979374938
0,2021-04-22-US-SJC-1,Pixel4,1303161746446,1,2,GPS_L1,1303161746376129078,-12462690.189,-22326259.482,7743830.087,779.899,508.645,2979.029,-179289.029,-0.0,21044755.09,3.598,0.0,4.16,2.774,20865459.127,G2,1303161747446,-2682413.8079215675,-4311501.149969894,3846623.2764557037,-141.12734359136272
1,2021-04-22-US-SJC-1,Pixel4,1303161746446,1,6,GPS_L1,1303161746377108672,-1931074.46,-20759506.291,16481037.751,1365.023,1573.816,2155.96,2794.17,0.001,20751080.197,3.298,0.0,4.068,2.786,20753867.513000004,G6,1303161747446,-2682413.8079215675,-4311501.149969894,3846623.2764557037,-141.12734359136272
2,2021-04-22-US-SJC-1,Pixel4,1303161746446,1,12,GPS_L1,1303161746375039225,-14502451.538,-3931291.874,21636701.628,1239.789,-2517.094,383.507,-9396.935,-0.002,21371484.8,2.398,0.0,4.778,3.412,21362079.675,G12,1303161747446,-2682413.8079215675,-4311501.149969894,3846623.2764557037,-141.12734359136272
3,2021-04-22-US-SJC-1,Pixel4,1303161746446,1,17,GPS_L1,1303161746366251912,14345916.171,-13241442.84,18434147.091,2251.333,-35.341,-1819.806,129135.118,0.003,24005854.963,7.195,0.0,7.635,7.664,24134974.781999998,G17,1303161747446,-2682413.8079215675,-4311501.149969894,3846623.2764557037,-141.12734359136272
