,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,17,GPS_L1,1303161755366237133,14366169.045,-13241766.011,18417753.497,2249.312,-36.475,-1823.221,129135.145,0.003,24010285.596,3.598,0.0,7.642,7.683,24139405.416,G17,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
1,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,19,GPS_L1,1303161755373670470,5495546.35,-14389566.44,21336257.82,2773.479,2.883,-713.414,-2830.017,0.001,21781827.226,2.698,0.0,5.247,3.855,21778988.106999997,G19,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
2,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,25,GPS_L1,1303161755364827237,-17200758.483,10380494.137,16967344.581,674.403,-2120.72,1977.473,37061.022,0.001,24432961.783,7.195,0.0,9.106,14.118,24469999.581,G25,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
3,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,2,GPS_L1,1303161755376136545,-12455660.214,-22321672.191,7770634.804,782.316,510.751,2977.569,-179289.033,-0.0,21042516.54,3.598,0.0,4.157,2.772,20863220.577999998,G2,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
4,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,6,GPS_L1,1303161755377105290,-1918778.707,-20745336.645,16500427.201,1367.366,1574.995,2152.808,2794.179,0.001,20752094.095,2.099,0.0,4.068,2.787,20754881.419,G6,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
5,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,12,GPS_L1,1303161755375051832,-14491298.619,-3953950.444,21640134.085,1238.635,-2518.135,379.261,-9396.957,-0.002,21367705.316,1.799,0.0,4.775,3.409,21358300.175,G12,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
6,2021-04-22-US-SJC-1,Pixel4,1303161755446,1,28,GPS_L1,1303161755365392633,11656586.423,-23967677.259,1554418.616,259.157,-8.34,-3181.512,174696.818,-0.001,24263460.327,15.889,0.0,9.578,10.143,24438137.424,G28,1303161756446,-2682427.3481049268,-4311446.113526098,3846674.4460144644,-194.387206942861
0,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,17,GPS_L1,1303161756366235458,14368418.241,-13241802.548,18415930.09,2249.088,-36.601,-1823.6,129135.148,0.003,24010787.748,4.197,0.0,7.643,7.685,24139907.568,G17,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
1,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,19,GPS_L1,1303161756373668925,5498319.779,-14389563.64,21335544.173,2773.388,2.717,-713.88,-2830.017,0.001,21782290.405,3.298,0.0,5.247,3.855,21779451.286,G19,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
2,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,25,GPS_L1,1303161756364829344,-17200084.09,10378373.277,16969321.873,674.38,-2120.991,1977.101,37061.023,0.001,24432330.121,9.294,0.0,9.106,14.111,24469367.926999997,G25,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
3,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,2,GPS_L1,1303161756376137352,-12454877.762,-22321161.322,7773612.295,782.584,510.985,2977.407,-179289.033,-0.0,21042274.607,4.197,0.0,4.157,2.772,20862978.645,G2,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
4,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,6,GPS_L1,1303161756377104905,-1917411.211,-20743761.586,16502579.833,1367.626,1575.126,2152.458,2794.18,0.001,20752209.515,2.398,0.0,4.069,2.787,20754996.839,G6,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
5,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,12,GPS_L1,1303161756375053244,-14490060.047,-3956468.641,21640513.11,1238.506,-2518.251,378.789,-9396.959,-0.002,21367282.009,1.799,0.0,4.774,3.408,21357876.868,G12,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
6,2021-04-22-US-SJC-1,Pixel4,1303161756446,1,28,GPS_L1,1303161756365391139,11656845.489,-23967685.431,1551237.093,258.974,-8.003,-3181.544,174696.817,-0.001,24263908.217,7.195,0.0,9.58,10.147,24438585.307000004,G28,1303161757446,-2682428.815070849,-4311436.401236216,3846684.0119027863,-196.022739149732
0,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,17,GPS_L1,1303161757366233800,14370667.213,-13241839.212,18414106.303,2248.863,-36.726,-1823.979,129135.151,0.003,24011284.804,3.897,0.0,7.644,7.687,24140404.624,G17,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
1,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,19,GPS_L1,1303161757373667386,5501093.118,-14389561.008,21334830.06,2773.298,2.55,-714.347,-2830.016,0.001,21782751.786,3.298,0.0,5.248,3.856,21779912.666,G19,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
2,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,25,GPS_L1,1303161757364831522,-17199409.721,10376252.146,16971298.792,674.356,-2121.261,1976.729,37061.024,0.001,24431677.173,15.889,0.0,9.105,14.103,24468714.989,G25,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
3,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,2,GPS_L1,1303161757376138151,-12454095.043,-22320650.219,7776589.623,782.853,511.219,2977.244,-179289.034,-0.0,21042035.073,5.096,0.0,4.157,2.772,20862739.109999996,G2,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
4,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,6,GPS_L1,1303161757377104532,-1916043.455,-20742186.395,16504732.115,1367.886,1575.256,2152.107,2794.181,0.001,20752321.338,2.698,0.0,4.069,2.787,20755108.663000003,G6,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
5,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,12,GPS_L1,1303161757375054671,-14488821.604,-3958986.953,21640891.663,1238.378,-2518.366,378.317,-9396.961,-0.002,21366854.206,2.099,0.0,4.774,3.408,21357449.063,G12,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
6,2021-04-22-US-SJC-1,Pixel4,1303161757446,1,28,GPS_L1,1303161757365389640,11657104.37,-23967693.266,1548055.538,258.791,-7.667,-3181.577,174696.815,-0.001,24264357.606,13.79,0.0,9.581,10.15,24439034.69,G28,1303161758446,-2682430.706553898,-4311425.804159472,3846694.4006573046,-205.32528312893254
0,2021-04-22-US-SJC-1,Pixel4,1303161758446,1,2,GPS_L1,1303161758376139010,-12453312.054,-22320138.883,7779566.788,783.122,511.452,2977.082,-179289.034,-0.0,21041777.551,5.696,0.0,4.157,2.771,20862481.588999994,G2,1303161759446,-2682432.7553119888,-4311414.520525106,3846705.428272365,-198.43336410406414
1,2021-04-22-US-SJC-1,Pixel4,1303161758446,1,6,GPS_L1,1303161758377104165,-1914675.439,-20740611.075,16506884.046,1368.146,1575.387,2151.757,2794.182,0.001,20752431.362,2.698,0.0,4.069,2.787,20755218.688,G6,1303161759446,-2682432.7553119888,-4311414.520525106,3846705.428272365,-198.43336410406414
2,2021-04-22-US-SJC-1,Pixel4,1303161758446,1,12,GPS_L1,1303161758375056092,-14487583.289,-3961505.381,21641269.744,1238.249,-2518.482,377.845,-9396.964,-0.002,21366428.2,1.799,0.0,4.773,3.408,21357023.055,G12,1303161759446,-2682432.7553119888,-4311414.520525106,3846705.428272365,-198.43336410406414
