,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,5,GPS_L1,1273530943368134100,-1699418.129,-26361031.43,1237643.962,342.053,141.763,3164.169,-3793.95,-0.001,22274363.531,2.698,0.0,6.166,4.364,22270559.051,G5,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
1,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,19,GPS_L1,1273530943359198398,18058672.113,-16781408.805,9559567.587,1203.648,-409.336,-2903.106,-47594.72,0.001,24953219.597,4.197,0.0,9.694,19.229,24905595.954000004,G19,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
2,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,25,GPS_L1,1273530943373230048,-14643016.49,-8387746.784,20334360.45,-86.037,-2628.025,-1106.704,1223.749,0.0,20746636.754,2.998,0.0,4.183,2.906,20747853.414000005,G25,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
3,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,29,GPS_L1,1273530943366661008,-21624494.233,658365.056,15378408.917,1623.123,-1099.018,2320.476,-31300.712,-0.003,22715985.402,2.099,0.0,6.457,4.817,22684673.415999997,G29,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
4,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,31,GPS_L1,1273530943358316094,-9011414.58,12451346.62,21641617.649,-2438.42,-1285.134,-230.759,-12713.983,-0.001,25217727.682,3.897,0.0,9.575,24.256,25204979.868,G31,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
5,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,2,GPS_L1,1273530943370884951,-2199018.349,-16856059.159,21062014.513,2369.417,888.201,983.082,-136679.999,-0.0,21449679.148,1.799,0.0,4.074,2.853,21312992.221999995,G2,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
6,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,6,GPS_L1,1273530943365142348,9750472.001,-11570670.758,21885086.253,2465.461,1240.874,-439.048,-81414.18,-0.002,23171268.217,1.499,0.0,6.463,5.434,23089842.14,G6,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
7,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,12,GPS_L1,1273530943375435583,-10501809.532,-18559859.135,15698963.499,162.494,-2026.093,-2237.261,35342.506,-0.002,20085433.995,1.199,0.0,3.754,2.508,20120770.239,G12,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
8,2020-05-14-US-MTV-1,Pixel4,1273530943442,1,24,GPS_L1,1273530943362132292,-20803575.797,-14969103.486,-7852282.786,1005.234,96.526,-2884.321,-3908.161,0.001,24073660.304,13.79,0.0,9.066,7.764,24069735.313000005,G24,1273530944442,-2709917.2439196645,-4272088.530138744,3871033.694948736,2270.423582146258
0,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,5,GPS_L1,1273530944368135717,-1699076.052,-26360889.476,1240808.123,342.101,142.141,3164.142,-3793.951,-0.001,22273878.766,2.998,0.0,6.165,4.364,22270074.286,G5,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
1,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,19,GPS_L1,1273530944359196531,18059875.581,-16781818.092,9556664.383,1203.295,-409.239,-2903.312,-47594.719,0.001,24953779.31,3.897,0.0,9.694,19.241,24906155.656,G19,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
2,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,25,GPS_L1,1273530944373231132,-14643102.6,-8390374.738,20333253.524,-86.182,-2627.876,-1107.144,1223.75,0.0,20746311.779,3.298,0.0,4.183,2.906,20747528.44,G25,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
3,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,29,GPS_L1,1273530944366662487,-21622871.014,657265.913,15380729.232,1623.309,-1099.265,2320.148,-31300.715,-0.003,22715542.009,2.398,0.0,6.456,4.816,22684230.022,G29,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
4,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,31,GPS_L1,1273530944358317566,-9013853.025,12450061.563,21641386.659,-2438.463,-1284.978,-231.22,-12713.984,-0.001,25217286.388,2.698,0.0,9.574,24.24,25204538.59,G31,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
5,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,2,GPS_L1,1273530944370883875,-2196648.853,-16855171.007,21062997.382,2369.579,888.105,982.659,-136679.999,-0.0,21450001.725,1.799,0.0,4.075,2.853,21313314.798,G2,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
6,2020-05-14-US-MTV-1,Pixel4,1273530944442,1,6,GPS_L1,1273530944365140372,9752937.47,-11569429.975,21884646.975,2465.488,1240.698,-439.511,-81414.182,-0.002,23171860.607,1.499,0.0,6.463,5.435,23090434.527000003,G6,1273530945442,-2709930.3050636034,-4272066.723404787,3871048.5174859576,2263.1951340810706
