,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273529553442,1,2,GPS_L1,1273529553372195318,-5315212.262,-18165660.105,19296179.685,2100.353,982.176,1549.834,-136679.909,-0.0,21056841.004,2.698,0.0,3.871,2.643,20920154.581,G2,1273529554442,-2694509.905822626,-4296493.166055852,3854855.127532411,-80.80195246004365
1,2020-05-14-US-MTV-1,Pixel4,1273529553442,1,6,GPS_L1,1273529553367796222,6377349.615,-13453355.857,22045255.123,2368.243,1457.789,209.433,-81411.577,-0.002,22375656.807,3.598,0.0,5.555,4.162,22294235.513,G6,1273529554442,-2694509.905822626,-4296493.166055852,3854855.127532411,-80.80195246004365
2,2020-05-14-US-MTV-1,Pixel4,1273529553442,1,12,GPS_L1,1273529553375368522,-10864296.759,-15500736.019,18462301.365,368.694,-2357.423,-1724.61,35344.878,-0.002,20105538.377,1.799,0.0,3.779,2.539,20140876.937,G12,1273529554442,-2694509.905822626,-4296493.166055852,3854855.127532411,-80.80195246004365
3,2020-05-14-US-MTV-1,Pixel4,1273529553442,1,19,GPS_L1,1273529553361792035,16048520.473,-16144126.68,13368030.331,1684.177,-489.335,-2557.346,-47596.108,0.001,24175666.786,6.296,0.0,8.599,10.15,24128051.929,G19,1273529554442,-2694509.905822626,-4296493.166055852,3854855.127532411,-80.80195246004365
4,2020-05-14-US-MTV-1,Pixel4,1273529553442,1,25,GPS_L1,1273529553371463450,-14671419.334,-4619897.104,21438438.839,131.343,-2771.85,-475.891,1223.284,0.0,21276249.511,5.096,0.0,4.735,3.336,21277464.724000003,G25,1273529554442,-2694509.905822626,-4296493.166055852,3854855.127532411,-80.80195246004365
5,2020-05-14-US-MTV-1,Pixel4,1273529553442,1,29,GPS_L1,1273529553364579727,-23674486.506,1953377.864,11859500.192,1307.857,-770.179,2725.259,-31296.951,-0.003,23339937.749,4.797,0.0,7.53,6.1,23308627.167999998,G29,1273529554442,-2694509.905822626,-4296493.166055852,3854855.127532411,-80.80195246004365
0,2020-05-14-US-MTV-1,Pixel4,1273529554442,1,5,GPS_L1,1273529554365716251,-2150339.515,-26191514.039,-3152656.112,323.385,-385.496,3135.46,-3793.117,-0.001,22999216.426,6.296,0.0,7.454,5.595,22995410.26,G5,1273529555442,-2694505.8044253574,-4296488.078872078,3854863.5743043716,-83.39686066397147
1,2020-05-14-US-MTV-1,Pixel4,1273529554442,1,19,GPS_L1,1273529554361790260,16050204.481,-16144616.004,13365472.845,1683.843,-489.316,-2557.635,-47596.107,0.001,24176198.918,3.897,0.0,8.599,10.153,24128584.059,G19,1273529555442,-2694505.8044253574,-4296488.078872078,3854863.5743043716,-83.39686066397147
2,2020-05-14-US-MTV-1,Pixel4,1273529554442,1,25,GPS_L1,1273529554371464864,-14671288.073,-4622668.93,21437962.715,131.179,-2771.793,-476.356,1223.284,0.0,21275825.604,2.398,0.0,4.734,3.336,21277040.818,G25,1273529555442,-2694505.8044253574,-4296488.078872078,3854863.5743043716,-83.39686066397147
3,2020-05-14-US-MTV-1,Pixel4,1273529554442,1,29,GPS_L1,1273529554364581212,-23673178.515,1952607.573,11862225.328,1308.123,-770.401,2725.006,-31296.953,-0.003,23339492.557,8.094,0.0,7.53,6.099,23308181.974999998,G29,1273529555442,-2694505.8044253574,-4296488.078872078,3854863.5743043716,-83.39686066397147
