collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,15,GAL_E1,1303162069364501495,-21974411.5,-19734110.559,1879574.294,43.816,242.465,3069.792,245254.457,-0.001,24530616.778,4.797,-220.863,5.311,3.54
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,2,GAL_E5A,1303162069362348860,1875597.99,-29110140.576,5070637.172,-14.087,-520.349,-2977.604,64174.986,0.001,25175960.516,2.698,-2351.711,10.447,4.009
2021-04-22-US-SJC-1,Pixel4,1303162070446,5,37,BDS_B1I,1303162069372830707,-16789462.14,-15008868.386,16505470.623,-438.485,-1835.606,-2115.414,-270687.683,-0.003,22033581.84,4.197,-453.636,3.931,2.589
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,17,GPS_L1,1303162069365716009,15061100.862,-13259241.24,17826756.415,2176.151,-74.245,-1940.482,129136.069,0.003,24166514.641,3.897,0.0,7.894,8.412
2021-04-22-US-SJC-1,Pixel4,1303162070446,3,22,GLO_G1,1303162069381914688,-15131123.81,-14146760.004,14797296.469,1776.349,1014.335,2792.295,-32715.24,-0.001,19310272.847,18.287,1143.085,3.734,2.58
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,27,GAL_E1,1303162069359810807,-17043084.992,3638038.894,23923820.292,450.444,-2358.637,680.251,-5060.378,-0.002,25936849.664,7.195,-220.863,6.295,4.986
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,19,GPS_L1,1303162069373178875,6361593.625,-14396787.845,21089324.181,2741.611,-48.628,-859.131,-2829.839,0.001,21929203.699,3.298,0.0,5.432,4.027
2021-04-22-US-SJC-1,Pixel4,1303162070446,3,13,GLO_G1,1303162069367159411,-9103169.829,10078444.004,21572831.764,-319.033,-2941.775,1238.549,-16127.352,0.0,23733793.607,18.287,1143.085,8.334,15.088
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,30,GAL_E5A,1303162069371696094,-10469370.119,-18836744.873,20285272.247,315.541,-2013.443,-1704.522,900463.588,-0.009,22373730.26,2.099,-2351.711,6.716,2.503
2021-04-22-US-SJC-1,Pixel4,1303162070446,5,23,BDS_B1I,1303162069368106141,-8567315.574,-26543211.485,910306.711,126.644,-146.051,-3072.011,-267496.791,-0.002,23449971.094,4.197,-453.636,5.576,3.654
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,2,GAL_E1,1303162069362341758,1875597.989,-29110140.569,5070637.194,-14.087,-520.349,-2977.604,64174.761,0.001,25178089.642,4.797,-220.863,5.826,4.009
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,2,GPS_L1,1303162069376381444,-12196673.256,-22150035.861,8697270.847,867.575,581.618,2923.578,-179289.146,-0.0,20969097.667,4.197,0.0,4.081,2.713
2021-04-22-US-SJC-1,Pixel4,1303162070446,5,28,BDS_B1I,1303162069374219258,-11722339.401,-16552429.944,19167759.889,2139.189,469.658,1713.718,-24907.864,0.001,21617304.722,2.998,-453.636,3.818,2.506
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,6,GPS_L1,1303162069376967033,-1476616.077,-20244671.03,17158902.893,1448.877,1612.913,2040.581,2794.488,0.001,20793542.501,2.099,0.0,4.099,2.811
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,12,GPS_L1,1303162069375477559,-14108885.722,-4750025.437,21735924.001,1196.525,-2551.392,230.765,-9397.697,-0.002,21240075.573,2.099,0.0,4.653,3.297
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,36,GAL_E5A,1303162069358227172,11855935.577,-11061419.939,24768220.791,1925.326,1575.025,-217.093,-59150.35,-0.002,26411611.493,2.698,-2351.711,11.991,5.831
2021-04-22-US-SJC-1,Pixel4,1303162070446,3,21,GLO_G1,1303162069377368160,940269.829,-10927879.67,23028988.489,2869.087,1320.186,507.439,-61056.553,-0.001,20673287.652,2.099,1143.085,4.655,3.499
2021-04-22-US-SJC-1,Pixel4,1303162070446,3,23,GLO_G1,1303162069368387479,-23489947.513,-7463307.855,-6564844.764,-917.402,-154.982,3464.234,114007.289,0.001,23365628.083,5.096,1143.085,10.392,12.411
2021-04-22-US-SJC-1,Pixel4,1303162070446,3,12,GLO_G1,1303162069380462223,-11176956.137,-8973084.303,21127996.05,-399.217,-2859.372,-1425.079,66858.327,0.001,19745710.9,1.499,1143.085,3.967,2.854
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,27,GAL_E5A,1303162069359817893,-17043084.989,3638038.878,23923820.297,450.444,-2358.637,680.251,-5060.998,-0.002,25934725.334,0.899,-2351.711,11.289,4.986
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,30,GAL_E1,1303162069371689012,-10469370.121,-18836744.859,20285272.258,315.541,-2013.443,-1704.522,900464.083,-0.009,22375853.39,4.797,-220.863,3.745,2.503
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,28,GPS_L1,1303162069364912332,11729145.168,-23953536.088,554163.26,203.73,98.884,-3188.456,174696.392,-0.001,24407450.944,10.493,0.0,9.986,11.407
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,36,GAL_E1,1303162069358220065,11855935.564,-11061419.95,24768220.792,1925.326,1575.025,-217.093,-59148.898,-0.002,26413742.118,5.696,-220.863,6.687,5.831
2021-04-22-US-SJC-1,Pixel4,1303162070446,6,15,GAL_E5A,1303162069364508579,-21974411.505,-19734110.561,1879574.317,43.817,242.465,3069.792,245252.839,-0.001,24528493.049,3.598,-2351.711,9.525,3.54
2021-04-22-US-SJC-1,Pixel4,1303162070446,1,6,GPS_L5,1303162069376974863,-1476616.066,-20244671.017,17158902.909,1448.877,1612.913,2040.581,2793.491,0.001,20791195.126,0.6,-2350.736,7.351,2.811
2021-04-22-US-SJC-1,Pixel4,1303162071446,1,2,GPS_L1,1303162070376382157,-12195805.543,-22149454.133,8700194.336,867.849,581.836,2923.396,-179289.146,-0.0,20968883.915,4.197,0.0,4.08,2.713
2021-04-22-US-SJC-1,Pixel4,1303162071446,5,28,BDS_B1I,1303162070374219099,-11720200.101,-16551960.335,19169473.431,2139.41,469.562,1713.367,-24907.862,0.001,21617352.389,2.998,-451.474,3.818,2.506
2021-04-22-US-SJC-1,Pixel4,1303162071446,1,6,GPS_L1,1303162070376966529,-1475167.07,-20243058.062,17160943.29,1449.136,1613.024,2040.217,2794.489,0.001,20793693.596,1.799,0.0,4.1,2.812
2021-04-22-US-SJC-1,Pixel4,1303162071446,6,15,GAL_E1,1303162070364502918,-21974367.555,-19733867.997,1882644.077,44.073,242.657,3069.764,245254.456,-0.001,24530190.174,5.096,-220.743,5.311,3.539
2021-04-22-US-SJC-1,Pixel4,1303162071446,1,12,GPS_L1,1303162070375478920,-14107689.266,-4752576.881,21736154.529,1196.385,-2551.488,230.291,-9397.699,-0.002,21239667.555,2.099,0.0,4.653,3.296
2021-04-22-US-SJC-1,Pixel4,1303162071446,6,2,GAL_E5A,1303162070362347615,1875583.856,-29110660.777,5067659.533,-14.181,-520.054,-2977.682,64174.986,0.001,25176333.758,2.398,-2353.603,10.448,4.01
2021-04-22-US-SJC-1,Pixel4,1303162071446,5,37,BDS_B1I,1303162070372830851,-16789900.65,-15010703.862,16503355.056,-438.535,-1835.347,-2115.717,-270687.686,-0.003,22033538.669,3.897,-451.474,3.931,2.589
2021-04-22-US-SJC-1,Pixel4,1303162071446,1,17,GPS_L1,1303162070365714048,15063276.888,-13259315.542,17824815.753,2175.91,-74.36,-1940.849,129136.071,0.003,24167102.534,9.294,0.0,7.895,8.415
2021-04-22-US-SJC-1,Pixel4,1303162071446,3,21,GLO_G1,1303162070377366346,943138.998,-10926559.594,23029495.65,2869.262,1319.972,506.886,-61056.554,-0.001,20673831.475,2.398,1136.789,4.656,3.5
